"screen_name","followers_count","friends_count","statuses_count","created_at","lang"
JalesaJones15,50,390,460,2014-04-28T21:19:48,en
VladislavDXM,3,4,199,2015-04-24T15:52:35,ru
KoT_1349,15,413,375,2013-02-12T20:45:36,ru
Perry_Perreault,62,100,105,2011-09-06T04:35:39,en
ZehraCP,88,158,330,2013-02-01T17:48:23,tr
guin_r,71,641,721,2012-06-20T17:16:34,en
AwengShah,494,905,5796,2009-02-11T19:16:03,en
ntpeirce,30,48,19,2010-03-22T18:38:16,en
sbscott4,49,77,107,2009-09-08T04:27:23,en
kazpallas,175,156,6459,2012-01-28T20:05:54,en
calikiwi87,78,480,628,2009-05-05T17:38:57,en
Ranjith2101,23,149,195,2010-06-24T09:49:07,en
deadeye985,8,19,185,2012-04-29T20:58:47,en
pbo26,51,636,249,2009-07-02T02:04:35,en
ayeny_89,29,214,134,2011-08-18T19:52:27,en
tinkylove3,22,80,235,2013-11-30T14:36:57,en
andariand18,1,17,89,2010-11-06T11:51:20,en
markkos1977,1,10,198,2013-01-01T12:00:36,ru
Kyroly18,1,19,128,2016-01-10T21:17:54,en
daugherty_diana,0,13,16,2012-07-29T23:47:16,en
mzwilson23,45,120,316,2009-02-25T18:15:43,en
mrsjchesley,18,87,77,2013-01-21T19:55:02,en
kittnjoe,6,110,61,2013-10-02T00:11:52,en
prestoluh,171,427,3825,2009-12-25T16:41:14,en
CeleryForDays,71,71,276,2011-01-09T20:05:12,en
Brendiize,53,122,237,2009-08-31T07:46:17,en
780_917,1035,1571,693,2015-04-14T06:53:39,en
Unthoughtofhero,33,81,352,2009-03-28T21:37:08,en
abbyilovu,0,3,127,2010-01-07T16:20:40,en
mmdelise,16,99,63,2014-08-15T12:08:40,en
Nikocarol,26,40,709,2009-05-15T23:15:38,en
cnotes170,173,252,192,2009-06-13T05:07:14,en
shelleyfewkes,14,99,90,2011-01-04T18:20:34,en
lalandreP,492,190,8457,2010-02-27T15:55:07,es
cheezypotato29,8,12,152,2012-10-27T20:49:55,en
nicole_manning,276,237,15810,2009-05-07T20:46:01,en
jamalataylor,84,256,1641,2010-08-01T23:11:45,en
ElecktraB,78,252,1313,2013-07-30T13:16:37,en
Courtne31121255,2,40,80,2016-09-27T01:16:58,en
Tsexumlow1,3,27,83,2011-09-13T16:45:28,en
DjMio83,7,14,143,2010-10-01T15:19:47,de
megapavel210781,0,2,181,2012-07-29T19:03:24,ru
dwrenn,218,698,560,2008-10-03T04:15:53,en
LilFalker,92,284,99,2011-04-06T03:41:34,en
Guilherme_azvv,461,305,16645,2010-11-06T14:19:44,pt
mac_garry,36,41,2072,2010-03-21T01:02:27,en
marinagazette,47,49,173,2009-05-01T20:55:25,en
lhectorPR,312,399,1583,2009-01-23T22:23:10,en
ChaniM1985,84,317,475,2010-02-04T07:07:24,en
loubdoo99,103,570,1013,2008-09-08T16:17:09,en
CJARhodes,265,210,2529,2011-05-24T15:50:51,en
C00ND4CK,6,26,135,2011-10-07T08:32:18,tr
GabbyEConti,26,25,169,2010-04-15T06:35:13,en
MaKaleaBjoin,7,195,90,2011-12-19T03:06:05,en
mpv111173,0,92,15,2017-04-23T02:52:06,ru
tweetingsanjay,91,131,1127,2012-07-30T05:03:11,en
Monolit1958,3,205,202,2013-09-23T18:18:45,ru
jekison,121,222,3120,2010-06-30T19:26:36,ru
jrbuca,6,10,117,2009-04-24T16:47:11,en
LeonWinterBiz,1211,1430,1313,2011-04-24T17:58:28,en
Ren429_Rants,186,328,10948,2009-04-29T05:10:43,en
SinemKadak1,4,53,111,2012-09-03T17:05:17,tr
gdonato,4,7,84,2008-07-23T00:07:53,en
MerkRocks,11,43,173,2012-01-21T19:37:26,en
msknharris75,79,886,78,2009-03-17T16:29:17,en
DimplesIP,213,329,959,2009-01-26T00:17:02,en
NaomiBCollier,28,55,15,2009-03-31T01:19:59,en
Sergo_532,19,30,909,2014-12-17T07:40:48,ru
reisana3,2,15,152,2010-10-11T20:12:40,en
ToniKimberlyy,801,862,2007,2012-03-27T16:39:30,en
MolaSamantha,30,132,346,2015-12-18T15:36:28,it
Robocraigy,25,14,160,2013-09-08T06:50:13,en
Thalyssonlyma,293,260,5429,2009-08-01T02:15:50,pt
irvazquez112,31,94,153,2014-03-23T12:13:38,es
GanapathyDyna,4,1,161,2017-06-29T10:53:35,en
MarkPearson1,26,140,188,2010-05-29T17:24:50,en
fimanata,3,9,186,2012-07-04T20:23:32,ru
mpicchetti,9,8,132,2007-04-12T02:03:45,en
racingjehu,1,56,66,2011-07-29T00:17:40,en
Jojuwa9185,4,31,78,2015-07-24T06:01:28,en
tuundraLove,17,100,483,2015-12-06T19:57:31,ru
ellekayeeff,11,1,143,2015-11-12T01:52:43,en
R63220315,1,20,128,2016-06-20T21:30:54,ru
thevegascircle,395,1829,882,2009-09-20T03:36:05,en
frank4ve,551,728,23658,2009-12-23T23:36:21,es
JB2188,10,82,125,2009-06-17T05:32:44,en
DrZombae,75,165,379,2013-07-24T06:17:14,en
MitchTristan,0,3,60,2012-10-01T15:42:55,en
Christina78134,22,229,154,2011-08-21T05:32:39,en
_foreverbianca,19,94,356,2009-10-24T02:17:54,en
beccakelly,9,38,145,2008-09-22T19:51:57,en
vinoghradov_00,5,342,222,2013-03-24T03:11:57,ru
FoxShame,2,41,196,2015-02-20T19:03:40,ru
hsieh_kenny,7,60,122,2012-02-04T04:13:45,th
hevish11,37,33,130,2011-04-03T07:42:53,en
250273siv,485,834,1055,2011-11-21T17:51:33,ru
96haslarzy69,3,1,184,2015-07-24T19:41:14,ru
mau90soares,12,708,100,2016-03-23T00:43:49,pt
kelrenee,49,126,98,2008-03-26T21:11:33,en
ja_hor,41,82,187,2011-06-13T18:33:06,en
gladozadewale,5,7,171,2011-07-16T23:20:10,en
DmitrijYakovlev,1,3,1796,2012-04-17T20:13:24,ru
zoahwong,46,53,71,2009-02-26T19:46:00,en
AnnieNg00,29,96,2212,2012-05-31T14:59:03,en
TheJuanAndOnly7,334,240,8215,2011-07-01T23:20:23,en
efb6cA22NOS0TKA,51,0,135,2017-06-15T11:11:03,ru
JOSPER1991,0,0,78,2010-04-25T05:45:25,en
Im__Ba,430,422,295,2011-07-20T19:08:56,en
chloe_sara1,26,106,327,2014-08-06T21:01:20,en
KGrace377,97,486,131,2015-12-28T19:39:03,en
JonathanChung2,43,80,475,2011-05-25T21:52:34,en
ZhanzharovaJuly,1,6,179,2011-04-28T13:48:24,ru
high_romance,25,276,131,2010-05-07T08:36:29,en
KindAlcoholic,4,6,5189,2012-07-31T10:38:40,en
ScottsdaleKid,0,2,13,2016-05-15T22:58:20,en
MarreroWill,46,96,133,2009-04-11T13:13:00,en
ayrtonbatistaa,8,34,117,2011-03-03T23:57:46,en
valmitus,2,78,168,2017-05-12T19:59:59,ru
SentencedToWin,659,1726,21989,2012-09-19T01:00:40,fr
_thebradybunch,31,8,116,2011-06-12T07:08:56,en
Danielle1126,41,191,444,2009-06-27T23:16:46,en
gerri3511,7,22,108,2009-07-07T13:37:15,en
devon212,199,507,7244,2009-11-01T14:40:48,en
Christinelee78,9,147,143,2017-08-22T18:40:04,en
RecklessDWR,590,1521,3502,2009-04-06T22:08:26,en
Ilovescotts,74,64,7181,2012-03-18T00:03:29,en
Colette_Florido,12,89,67,2017-05-30T18:18:41,en
BridgetGeiger,4,6,75,2014-09-21T14:55:22,en
ChrissyMCharles,164,553,368,2011-01-08T01:59:56,en
fixitchris,26,18,127,2009-03-02T02:41:05,en
x_Cotte,0,242,107,2010-06-12T00:44:50,es
888Majed,21,18,117,2012-03-29T04:57:00,ar
CBeddies,18,17,80,2009-06-24T17:54:35,en
dorisjevans,6,30,21,2012-07-21T06:39:52,en
gise18,20,103,177,2009-05-19T05:07:24,en
glozzee_maks,10,31,130,2013-04-01T00:15:12,en
Vibelizeii,2273,2608,5766,2011-06-24T22:58:35,pt
MaddyFithian,67,133,352,2009-09-28T20:01:18,en
justice4fall,125,97,288,2013-07-04T17:32:07,en
DeeptiJodhawat,51,75,139,2012-04-12T16:43:03,en
weyheysel,11215,8486,2854,2011-03-01T10:36:35,en
kcute1,56,307,395,2010-11-03T13:27:54,en
_Satsura_,0,118,190,2012-09-11T19:07:30,ru
emoalterego,5,16,97,2011-11-10T17:45:45,en
daniellafj05,13,187,113,2013-09-14T20:35:09,es
imoncada,499,171,247,2008-01-17T22:18:17,en
liamyang1989,6,113,132,2016-11-17T00:12:02,en
alanathellama23,16,21,88,2014-02-13T08:26:05,en
esteban3521,19,109,434,2012-02-08T22:17:51,fr
boomerandbabies,17,180,395,2010-03-16T17:43:26,en
hallford_k,15,121,146,2014-07-26T23:53:27,en
YourTaxAdviser,33,101,82,2009-07-06T23:05:09,en
Nikkiiii12,0,287,121,2013-04-24T15:32:16,en
markdmorrison,7,26,132,2009-02-10T13:33:55,en
TashebaJohnson,1922,990,17382,2009-08-19T03:04:19,en
29billy,1,58,145,2009-08-22T14:30:58,en
ju_duart,98,578,590,2011-05-29T21:28:37,pt
23masshole,189,1030,849,2012-02-23T11:50:57,en
mjcgia,3,6,12,2012-02-02T15:55:26,en
peteyc,10,94,158,2012-10-31T13:37:25,en
B_Fails,227,198,2334,2009-10-23T00:11:23,en
SquiliamFP,10,9,37,2017-01-22T00:19:55,en
ReDa1996ok,2,27,194,2011-11-14T12:56:48,fr
lyandclaro,188,78,10918,2011-05-17T23:03:20,pt
mdvg28,13,121,124,2010-06-26T01:08:41,es
Dabonz75,4,8,119,2011-02-21T06:37:15,en
squizzelo,182,235,1467,2011-04-14T10:48:46,en
nycxswties,9,30,15,2009-06-12T13:51:56,en
josefxavier,117,212,232,2009-09-25T06:55:10,en
MelvinRamirezHN,21,45,87,2012-11-05T18:39:02,es
Asap_Shani,18,42,201,2012-10-17T20:51:49,en
kimmycorn12,111,312,115,2013-03-12T21:27:58,en
Christo16330994,4,30,15,2017-08-03T10:06:11,en
LorriVillarreal,34,162,248,2016-03-08T20:15:23,en
jayleemt,7,11,77,2009-04-12T02:54:12,en
zarya99,2,62,131,2012-08-17T19:37:09,ru
Saluto4ka_Puppy,120,221,198,2016-09-30T09:14:05,ru
tdrizzle53,24,79,144,2013-07-09T13:58:57,en
Tarabeann,58,237,253,2009-03-03T15:30:59,en
CCME10,17,80,268,2013-07-08T16:07:37,en
maadddyyy_,185,77,4769,2013-03-30T23:09:37,en
scotrubyconfftx,5,378,200,2015-02-26T06:30:51,en
ZarubinDaniil,11,12,197,2011-05-15T16:19:54,ru
cunningpat,41,83,499,2009-06-14T18:09:49,en
luvmayberry2,41,200,175,2013-10-05T03:40:01,en
Erendira_Mttz,295,220,10216,2011-11-24T22:21:14,es
PushaSmith,83,495,344,2011-04-13T21:02:59,en
jeennbravo,192,136,1796,2009-06-05T21:37:14,es
kain_anna,285,284,1082,2011-08-24T03:57:54,en
Gitsie13,3,66,18,2009-03-21T13:57:21,en
bbchristianne,236,196,9945,2009-06-18T13:38:16,en
Cuteshorty99,266,463,1299,2012-02-27T23:45:05,en
luvthatjewelry,1,0,79,2014-12-15T23:15:47,en
abiharlove,12,70,103,2011-10-01T23:26:46,en
hmorales379,8,28,82,2011-04-15T03:18:48,en
HomayunKanouni,2,29,27,2015-09-11T17:51:40,en
hesseyMHS007,42,135,10611,2009-05-08T01:52:12,en
TPeterson21,32,89,102,2011-08-18T02:59:25,en
anna_kuliganova,12,5,607,2009-12-02T23:54:56,ru
DerekVandeWeg,60,81,25,2011-03-11T07:46:50,en
nima1218,27,111,505,2011-10-11T03:39:41,en
Bchessermusic,69,359,191,2012-11-15T22:34:09,en
Jackson3038,22,70,91,2010-04-07T22:24:45,en
dudacastro1997,4,453,117,2009-09-15T21:34:27,pt
anthonysmydee,259,170,4205,2011-12-13T06:51:04,en
rosendo_A_R,38,40,693,2013-03-19T01:16:23,en
jhoweyeshomecom,377,525,328,2009-04-01T18:31:42,en
triplelindi4,18,18,134,2012-01-05T10:21:51,en
SamWinks,160,422,3387,2011-04-12T01:08:58,en
OpFobParasdise,16,89,138,2017-03-13T23:03:11,en
Klubik777,4,707,268,2014-05-31T08:56:24,ru
lhw017,2,2,72,2011-02-13T14:19:36,en
eberheardt17,5,9,54,2016-10-06T20:51:44,en
ForeverGeee,767,514,22461,2010-10-02T10:12:09,en
YardleyIan,14,25,244,2011-10-15T23:10:20,en
asvspb1,2,31,138,2014-10-07T17:54:42,ru
MarinaDelReyApp,12,0,94,2012-09-19T10:29:23,en
jpearson99801,3,7,85,2016-12-28T18:53:06,en
ssbarsness,20,42,77,2015-09-16T00:49:54,en
LucyJuiceJ,4,332,141,2012-04-15T16:36:56,en
Garagefl0wer,853,782,11264,2010-11-13T18:48:24,en
afisher48,25,84,549,2011-08-03T17:39:49,en
platium321,12,25,551,2010-03-17T01:32:51,en
elliesuue,52,113,373,2011-02-13T23:34:44,en
maryanneonyx,19,66,198,2013-06-07T00:39:08,en
kaffeapan,69,93,5239,2009-04-21T07:42:21,sv
GretaJocyte,252,514,2441,2012-01-30T20:35:26,en
rickspickelmier,191,121,2105,2009-01-13T16:51:25,en
ne1sonshine,358,391,14409,2009-03-12T16:11:21,en
AmericanKozzak,89,612,2142,2007-04-25T21:29:32,en
brk7894,64,48,17176,2009-03-14T18:44:22,en
jbrugg65,57,254,746,2009-06-08T14:09:12,en
jbutlersibul,2,986,29,2011-08-13T11:57:02,en
jessyqin,4,1465,98,2011-04-24T09:38:21,en
AiMeEtRiM,5,90,7,2010-05-02T10:32:44,en
RobertoAmry,3,248,7,2015-01-07T15:31:39,en
birdieowner,1,165,10,2010-08-02T18:30:32,en
WangYun13,6,159,37,2011-11-03T11:30:30,zh-tw
nearlyemma,92,395,1532,2014-04-14T23:49:52,en
EkoAbdi,0,30,1,2010-12-29T20:20:42,en
marie1700001,2,168,32,2013-09-27T19:53:08,fr
JennyAK47,7,906,33,2009-03-24T00:35:08,en
p3p343v3r,7,181,6,2010-05-19T23:37:55,es
dcopher84,2,95,6,2010-09-24T02:15:37,en
KremerMichael,4,221,4,2012-08-02T19:45:12,de
DellaneyK,4,239,11,2012-06-22T15:27:23,en
SoThugdOut,1,100,7,2009-11-16T23:18:27,en
urarasho2,5,173,2,2016-06-26T07:11:37,zh-cn
fancygirl44,0,183,16,2009-09-01T18:45:45,en
SFetner1969,3,413,6,2016-09-06T14:07:43,en
kyteille,2,178,5,2010-09-15T08:43:38,en
Waxywilly710,0,70,2,2013-01-23T06:13:07,en
CreasyAustin,0,366,12,2014-01-27T21:37:31,en
dnogrl,0,171,6,2014-11-27T08:27:43,en
wardbrianna80,12,1409,25,2012-08-15T18:17:51,en
pimpattrasiri,0,397,15,2011-05-14T06:54:48,en
Switacz,3,582,29,2011-01-03T12:27:23,en
Rene22398648,17,3217,34,2012-03-28T16:07:44,de
_9723074370523,0,197,5,2012-03-18T09:50:04,zh-cn
GroverGuzman,1,55,1,2011-03-11T00:24:08,es
juriflza,2,337,28,2011-10-25T13:12:35,en
Krisstikk,5,51,1,2009-10-10T20:18:10,en
Joshua_Elmooxz,48,381,126,2012-08-25T21:47:25,en
Daniscattergood,4,253,9,2011-07-13T17:22:29,en
HugueDrew,4,1214,37,2012-01-26T08:55:19,fr
deanyclaire,4,74,1,2010-05-12T06:56:43,en
latinking1987,39,415,609,2014-07-07T03:37:49,en
art0205,2,1291,16,2011-08-16T03:56:41,ko
lubbly_97,6,2376,64,2011-03-19T13:34:12,en
Leodark_74,0,56,3,2011-03-25T23:23:12,en
blaszyski,1,1172,41,2011-02-07T12:15:33,en
marlyshaa,10,191,3,2010-09-06T02:59:13,en
_curtisamerica,0,226,11,2012-08-13T15:05:59,en
w1zzo,1,167,4,2009-12-24T06:33:20,en
YuliaAnthonio,3,102,10,2014-01-22T15:10:11,en
nanorre,11,89,31,2011-01-11T17:23:57,en
Bassvirus,1,146,12,2012-01-19T16:20:07,en
RiverMZaye,4,904,37,2012-03-20T02:04:12,en
lirvemanis,5,140,9,2011-03-12T05:06:15,en
T_Darck_T,2,411,14,2014-03-23T05:24:46,es
HongKhyeHung,1,93,2,2010-01-16T23:14:40,en
romaan1991,7,409,9,2012-08-31T09:54:57,nl
ChrissieKeo,8,176,24,2011-09-26T10:52:00,en
MarcAndry,0,227,8,2010-06-22T18:33:28,en
huseyinyesil,11,420,5,2009-10-18T18:03:42,en
gtl65,0,135,3,2010-06-22T16:09:23,en
Joeyheard1,2,1603,16,2015-09-10T17:05:46,en
torenohime,2,1248,38,2010-05-15T21:23:20,en
camilar10117622,2,93,15,2012-10-31T21:31:38,pt
RosaBar77895787,21,122,74,2013-05-15T12:48:37,en
avfcEDL4eva,13,538,111,2013-05-25T20:36:36,en
Megsmarie393,2,239,3,2009-04-07T02:04:38,en
lystiami,83,270,521,2013-10-11T10:48:02,en
xFallen_Turtlex,0,153,6,2013-03-29T19:44:49,en
asshole6677,1,210,8,2009-09-04T03:39:44,en
Ju_Poynter,7,1131,27,2009-07-12T01:29:22,en
sakartvelom,5,254,7,2013-06-23T22:49:28,en-gb
JakicAna,4,667,26,2012-09-05T11:14:20,en
ahlaaam96,208,293,881,2013-05-03T16:00:28,en
AshikTiwari,10,813,8,2013-10-27T15:39:59,en
EvaBdx,5,1592,64,2010-06-15T18:41:18,fr
koniaguilar,6,247,9,2011-02-27T04:03:00,es
boschable,0,85,5,2011-01-26T10:33:12,de
ClaudiaRomeo9,1,123,4,2014-01-26T21:09:56,it
gabrielapires26,10,249,66,2012-02-03T21:55:36,pt
LOGAN1131,0,891,33,2011-05-30T22:41:19,en
ForestalJ,2,1234,86,2011-10-18T23:56:41,en
togeri,1,1379,16,2010-09-23T00:34:13,ja
fontenot35,0,173,12,2012-08-16T03:23:39,en
KatiehgKatie,2,706,25,2013-04-16T11:15:23,en
pwrbyhonda,3,177,6,2010-03-26T07:08:42,en
shine090291,4,243,7,2010-12-19T06:12:30,en
Tonietemple,0,53,1,2011-12-01T06:07:22,en
putra2re,3,1496,16,2014-07-12T20:42:37,id
jumpgunner,13,306,14,2012-01-13T04:13:59,en
wheelescw,1,33,1,2010-09-28T11:14:03,en
cgoldwynn,52,2840,32,2011-07-12T08:55:23,en
juliavinta1,2,272,9,2015-05-13T13:28:43,en
jlarvig,4,170,378,2011-08-17T03:19:51,en
daniel_mtb,4,396,5,2009-09-05T01:02:52,en
SebastinTams,5,147,12,2013-12-07T18:00:11,en
NaeMzswagg,3,129,20,2011-05-29T21:56:54,en
oxbyowl,1,76,6,2012-09-25T23:04:14,en
DMiku,2,1164,25,2011-05-14T02:00:27,en
Too_cooled,0,70,7,2012-08-25T10:25:34,en
sanyny3,0,125,23,2010-11-26T11:18:12,en
edwardscissor12,0,207,30,2013-04-20T00:15:01,en
asyraaf88,0,63,2,2011-12-17T07:45:11,en
sliver_,3,298,9,2009-08-29T15:05:18,en
nsosa22,1,67,5,2011-01-20T01:03:44,en
bigbiird08,0,179,6,2012-12-18T05:07:30,en
davidguay13,0,229,14,2010-09-07T20:57:22,es
bryanbudrow14,5,1230,29,2014-05-02T04:07:37,en
RealllTalllk,0,94,5,2011-10-18T10:30:26,en
steveburich,4,1042,58,2012-04-12T23:24:58,en
clemiyi,2,778,24,2010-11-15T21:43:23,de
abumohamadalali,3,199,14,2012-05-30T14:45:56,en
icedcoffeeprod,1,102,9,2009-03-16T18:37:08,en
Mr_Scabb,5,321,19,2009-12-11T08:25:50,en
lpsfantasyfilms,3,38,159,2011-05-07T15:51:28,en
yonada_c,51,427,12,2012-03-29T10:50:28,en
wendigu,7,2091,63,2010-03-03T01:00:10,en
valetstand,0,52,2,2012-11-16T16:12:47,en
frankbkibela,1,132,8,2012-09-27T07:26:53,en
IvanGiovanniRiv,1,204,30,2011-12-08T03:01:30,en
bemd,4,193,12,2009-06-21T00:44:13,en
RocioLove69,2,80,10,2011-12-13T09:58:37,en
LuGMeeZiiDiiZ,6,177,3,2011-05-29T02:19:58,en
NaySint,1,73,1,2013-02-14T15:56:28,th
Kitsamas,2,1422,46,2013-09-12T02:33:42,en
BromLenka,0,70,4,2013-05-08T21:35:18,cs
Dougquirk1,0,72,3,2013-09-01T15:11:05,en
Shootem45,3,1140,26,2014-03-17T01:19:08,en
hafizd_d,2,410,25,2013-06-18T13:34:58,en
rondakarn,4,448,17,2009-05-24T22:00:24,en
TranJess,0,164,9,2012-04-16T12:33:04,en
JuliLopez5,0,53,3,2011-05-24T19:34:37,en
chavon37,0,29,2,2012-06-04T23:11:01,en
MsNeLaw49,4,867,28,2009-02-12T21:55:15,en
montree090,3,135,32,2011-05-16T05:51:34,en
sellywidiastuti,4,161,9,2012-12-02T15:05:52,en
3Kayonie,18,648,86,2012-09-08T02:41:40,en
gregg_russell,222,939,2093,2010-06-06T22:49:15,en
zarquito,3,910,37,2009-11-02T22:30:39,en
nenedelcazerio,2,539,21,2011-02-16T01:44:11,es
dominiq39119789,1,88,20,2012-07-13T22:42:57,es
nuonesa,0,157,2,2012-09-04T05:40:21,en
arthurrock01,26,378,48,2012-01-25T01:32:21,pt
3xOfxAxKind,2,32,3,2011-01-25T23:19:40,en
jjones5970,1,187,34,2010-09-23T02:48:29,en
saazuskaGomes,8,324,9,2010-08-02T18:57:36,en
arevalu,2,137,5,2011-10-28T12:58:33,es
deadlylotus,0,139,10,2010-05-23T15:07:05,en
Cjirkelin,3,132,22,2009-12-11T17:50:52,en
Lena_oujaa,3,80,3,2011-05-03T15:42:59,de
2quintin2,3,530,67,2009-05-12T20:15:59,en
wanurmanche_new,109,544,172,2013-08-27T19:06:53,en
iRantallday,19,231,14,2011-12-08T01:08:49,en
_mach_,6,88,8,2009-08-04T13:09:59,en
ayohot,0,56,2,2011-05-25T00:58:11,en
Emilyi12345,0,194,40,2012-08-03T02:13:08,pt
allisonsha,0,50,1,2011-01-30T23:08:06,en
frankiss3,5,2093,20,2011-04-06T20:25:28,en
DeusGamingHD,2,258,72,2011-10-03T12:20:39,en
farihin_enn,3,747,28,2009-12-22T08:18:14,en
Wogboy231,7,936,36,2010-04-18T06:34:46,en
ivan770503,3,174,15,2017-01-15T19:08:38,id
Kserna91,4,1697,74,2012-11-14T21:25:14,en
zxcy798,1,116,6,2014-05-23T13:23:48,zh-tw
YounqRed,0,411,7,2010-12-16T23:32:40,en
Lincolnsecrets,5,769,2,2010-01-14T03:12:36,en
fatalatywins,0,129,26,2010-10-30T00:41:07,es
CHi_tweet,9,276,6,2007-08-14T17:22:15,en
bdidier64,2,173,10,2010-09-07T16:14:28,fr
ASprimont,3,1737,46,2011-12-05T21:02:28,fr
josecascais,1,146,7,2010-04-09T19:54:06,en
Indie_Sorteia,570,663,7924,2011-08-05T22:34:05,pt
vwgirlcalgary,8,220,16,2009-04-24T14:11:59,en
RogerioMOlive,0,179,7,2012-03-26T12:37:53,pt
candigal123,0,89,8,2011-04-23T00:48:43,en
annefig,29,422,131,2010-04-20T03:00:29,en
1tendai,1,341,12,2010-05-06T08:16:16,en
dannyboo123,102,960,28,2012-09-11T19:09:09,en
saraholt21,4,310,12,2014-03-05T04:39:44,en
shaha1998,6,89,8,2012-01-14T11:52:27,en
mikeys1981,1,64,3,2011-03-27T20:56:48,en
KieyannaJ,4,121,8,2012-10-11T02:33:48,en
Gonzo1213,14,337,33,2011-06-10T14:37:30,en
beatrizserra2,1,117,7,2011-06-01T00:48:08,en
Twisteermua,0,142,2,2011-12-07T07:27:38,en
cratos1995,2,125,7,2011-02-02T23:39:51,es
matiasa42595507,16,1980,87,2012-06-14T18:06:03,en
