screen_name,followers_count,friends_count,statuses_count,created_at,lang
"AndrewAlmendras",73,57,288,"Thu Jul 09 20:31:33 +0000 2009","en"
"marHortaliZa",205,758,1994,"Sat Jan 08 20:37:38 +0000 2011","es"
"silverhair165",44,48,338,"Mon Jul 06 16:53:04 +0000 2009","en"
"FredCabell",39,88,293,"Sat Oct 22 15:40:33 +0000 2011","en"
"Madame_Feghaly",41,299,220,"Thu May 03 18:03:13 +0000 2012","en"
"IRINKAYURKINA",2,7,184,"Sun Jan 08 09:19:49 +0000 2017","ru"
"olenenok1985120",467,287,1516,"Sat Oct 20 10:17:58 +0000 2012","ru"
"JodiCramer2",1,3,194,"Sun Aug 05 18:00:56 +0000 2012","en"
"korikori1984",28,12,121,"Sun Oct 21 02:18:11 +0000 2012","ja"
"IsoFleecie",7,11,75,"Fri Apr 07 09:09:09 +0000 2017","en"
"Elizabeth_Telit",2,20,189,"Sat Jun 18 09:35:10 +0000 2016","ru"
"CatherineOCon15",9,120,136,"Sun Jul 01 01:46:23 +0000 2012","en"
"AskQurayat",0,0,121,"Sun Jul 09 11:56:25 +0000 2017","ar"
"btuzcu26",267,1337,888,"Thu Aug 08 11:49:17 +0000 2013","tr"
"crey2010",5,5,60,"Sun Nov 06 22:24:51 +0000 2011","en"
"FriedChickenLA",73,61,220,"Wed Nov 06 15:35:54 +0000 2013","en"
"Kawaiikarina101",9,117,27,"Mon May 08 16:12:32 +0000 2017","en"
"ZukyRock",94,216,2322,"Wed Sep 30 17:49:10 +0000 2009","en"
"D357ruk7",13,39,218,"Thu Dec 20 23:04:48 +0000 2012","en"
"Neketa07",90,237,1407,"Tue Jun 09 06:13:14 +0000 2009","en"
"breitsprecker3",9,15,55,"Tue Sep 01 02:01:56 +0000 2015","en"
"janinecushman",49,57,93,"Thu Jul 14 21:49:48 +0000 2011","en"
"robcayman",630,1347,6467,"Sun Mar 27 14:16:26 +0000 2011","en"
"marceloocg",174,302,548,"Sun Oct 24 19:38:15 +0000 2010","es"
"lindammarsella",11,73,180,"Sun Sep 04 15:22:58 +0000 2011","en"
"satriawsm",0,1,122,"Wed Aug 20 12:23:01 +0000 2014","en"
"picnikkkk",25,62,121,"Tue Oct 13 22:28:15 +0000 2009","en"
"ashley4bella",145,149,185,"Sun Sep 09 03:36:54 +0000 2012","en"
"GabesMommi11",39,208,1004,"Sat Mar 17 00:34:09 +0000 2012","en"
"RockCashbox",33,258,302,"Wed Feb 08 18:34:58 +0000 2012","en"
"AmyRaichelson",9,47,64,"Sun Jun 05 13:46:39 +0000 2016","en"
"Misha_329",134,852,2484,"Wed Jan 06 16:17:50 +0000 2010","en"
"davisdee",24,120,177,"Sun May 11 16:06:27 +0000 2008","en"
"cammac22",9,45,62,"Wed Sep 21 16:07:40 +0000 2011","en"
"WassupWit_B",231,227,6938,"Fri Mar 26 01:34:07 +0000 2010","en"
"Plattae",188,795,1957,"Tue Apr 24 15:54:25 +0000 2012","en"
"bradzieski",73,226,202,"Mon Jun 22 22:13:46 +0000 2009","en"
"hafsagho",122,610,258,"Mon Aug 05 00:01:04 +0000 2013","en"
"assihoward",19,26,128,"Fri Jul 12 05:47:33 +0000 2013","en"
"RDbestdiet",2,7,70,"Wed Jul 15 13:46:24 +0000 2009","en"
"LaMaremma",791,1560,3119,"Thu May 27 10:57:03 +0000 2010","nl"
"soomroshuaib",78,189,204,"Wed Jun 01 10:21:51 +0000 2011","en"
"JimBilka",6,18,139,"Tue Feb 16 00:26:47 +0000 2016","en"
"ckeven",11,100,137,"Sat Mar 24 19:19:43 +0000 2007","en"
"JalesaJones15",50,390,460,"Mon Apr 28 21:19:48 +0000 2014","en"
"VladislavDXM",3,4,199,"Fri Apr 24 15:52:35 +0000 2015","ru"
"KoT_1349",15,413,375,"Tue Feb 12 20:45:36 +0000 2013","ru"
"Perry_Perreault",62,100,105,"Tue Sep 06 04:35:39 +0000 2011","en"
"ZehraCP",88,158,330,"Fri Feb 01 17:48:23 +0000 2013","tr"
"guin_r",71,641,721,"Wed Jun 20 17:16:34 +0000 2012","en"
"AwengShah",494,905,5796,"Wed Feb 11 19:16:03 +0000 2009","en"
"ntpeirce",30,48,19,"Mon Mar 22 18:38:16 +0000 2010","en"
"sbscott4",49,77,107,"Tue Sep 08 04:27:23 +0000 2009","en"
"kazpallas",175,156,6459,"Sat Jan 28 20:05:54 +0000 2012","en"
"calikiwi87",78,480,628,"Tue May 05 17:38:57 +0000 2009","en"
"Ranjith2101",23,149,195,"Thu Jun 24 09:49:07 +0000 2010","en"
"deadeye985",8,19,185,"Sun Apr 29 20:58:47 +0000 2012","en"
"pbo26",51,636,249,"Thu Jul 02 02:04:35 +0000 2009","en"
"ayeny_89",29,214,134,"Thu Aug 18 19:52:27 +0000 2011","en"
"tinkylove3",22,80,235,"Sat Nov 30 14:36:57 +0000 2013","en"
"andariand18",1,17,89,"Sat Nov 06 11:51:20 +0000 2010","en"
"markkos1977",1,10,198,"Tue Jan 01 12:00:36 +0000 2013","ru"
"Kyroly18",1,19,128,"Sun Jan 10 21:17:54 +0000 2016","en"
"daugherty_diana",0,13,16,"Sun Jul 29 23:47:16 +0000 2012","en"
"mzwilson23",45,120,316,"Wed Feb 25 18:15:43 +0000 2009","en"
"mrsjchesley",18,87,77,"Mon Jan 21 19:55:02 +0000 2013","en"
"kittnjoe",6,110,61,"Wed Oct 02 00:11:52 +0000 2013","en"
"prestoluh",171,427,3825,"Fri Dec 25 16:41:14 +0000 2009","en"
"CeleryForDays",71,71,276,"Sun Jan 09 20:05:12 +0000 2011","en"
"Brendiize",53,122,237,"Mon Aug 31 07:46:17 +0000 2009","en"
"780_917",1035,1571,693,"Tue Apr 14 06:53:39 +0000 2015","en"
"Unthoughtofhero",33,81,352,"Sat Mar 28 21:37:08 +0000 2009","en"
"abbyilovu",0,3,127,"Thu Jan 07 16:20:40 +0000 2010","en"
"mmdelise",16,99,63,"Fri Aug 15 12:08:40 +0000 2014","en"
"Nikocarol",26,40,709,"Fri May 15 23:15:38 +0000 2009","en"
"cnotes170",173,252,192,"Sat Jun 13 05:07:14 +0000 2009","en"
"shelleyfewkes",14,99,90,"Tue Jan 04 18:20:34 +0000 2011","en"
"lalandreP",492,190,8457,"Sat Feb 27 15:55:07 +0000 2010","es"
"cheezypotato29",8,12,152,"Sat Oct 27 20:49:55 +0000 2012","en"
"nicole_manning",276,237,15810,"Thu May 07 20:46:01 +0000 2009","en"
"jamalataylor",84,256,1641,"Sun Aug 01 23:11:45 +0000 2010","en"
"ElecktraB",78,252,1313,"Tue Jul 30 13:16:37 +0000 2013","en"
"Courtne31121255",2,40,80,"Tue Sep 27 01:16:58 +0000 2016","en"
"Tsexumlow1",3,27,83,"Tue Sep 13 16:45:28 +0000 2011","en"
"DjMio83",7,14,143,"Fri Oct 01 15:19:47 +0000 2010","de"
"megapavel210781",0,2,181,"Sun Jul 29 19:03:24 +0000 2012","ru"
"dwrenn",218,698,560,"Fri Oct 03 04:15:53 +0000 2008","en"
"LilFalker",92,284,99,"Wed Apr 06 03:41:34 +0000 2011","en"
"Guilherme_azvv",461,305,16645,"Sat Nov 06 14:19:44 +0000 2010","pt"
"mac_garry",36,41,2072,"Sun Mar 21 01:02:27 +0000 2010","en"
"marinagazette",47,49,173,"Fri May 01 20:55:25 +0000 2009","en"
"lhectorPR",312,399,1583,"Fri Jan 23 22:23:10 +0000 2009","en"
"ChaniM1985",84,317,475,"Thu Feb 04 07:07:24 +0000 2010","en"
"loubdoo99",103,570,1013,"Mon Sep 08 16:17:09 +0000 2008","en"
"CJARhodes",265,210,2529,"Tue May 24 15:50:51 +0000 2011","en"
"C00ND4CK",6,26,135,"Fri Oct 07 08:32:18 +0000 2011","tr"
"GabbyEConti",26,25,169,"Thu Apr 15 06:35:13 +0000 2010","en"
"MaKaleaBjoin",7,195,90,"Mon Dec 19 03:06:05 +0000 2011","en"
"mpv111173",0,92,15,"Sun Apr 23 02:52:06 +0000 2017","ru"
"tweetingsanjay",91,131,1127,"Mon Jul 30 05:03:11 +0000 2012","en"
"Monolit1958",3,205,202,"Mon Sep 23 18:18:45 +0000 2013","ru"
"jekison",121,222,3120,"Wed Jun 30 19:26:36 +0000 2010","ru"
"jrbuca",6,10,117,"Fri Apr 24 16:47:11 +0000 2009","en"
"LeonWinterBiz",1211,1430,1313,"Sun Apr 24 17:58:28 +0000 2011","en"
"Ren429_Rants",186,328,10948,"Wed Apr 29 05:10:43 +0000 2009","en"
"SinemKadak1",4,53,111,"Mon Sep 03 17:05:17 +0000 2012","tr"
"gdonato",4,7,84,"Wed Jul 23 00:07:53 +0000 2008","en"
"MerkRocks",11,43,173,"Sat Jan 21 19:37:26 +0000 2012","en"
"msknharris75",79,886,78,"Tue Mar 17 16:29:17 +0000 2009","en"
"DimplesIP",213,329,959,"Mon Jan 26 00:17:02 +0000 2009","en"
"NaomiBCollier",28,55,15,"Tue Mar 31 01:19:59 +0000 2009","en"
"Sergo_532",19,30,909,"Wed Dec 17 07:40:48 +0000 2014","ru"
"reisana3",2,15,152,"Mon Oct 11 20:12:40 +0000 2010","en"
"ToniKimberlyy",801,862,2007,"Tue Mar 27 16:39:30 +0000 2012","en"
"MolaSamantha",30,132,346,"Fri Dec 18 15:36:28 +0000 2015","it"
"Robocraigy",25,14,160,"Sun Sep 08 06:50:13 +0000 2013","en"
"Thalyssonlyma",293,260,5429,"Sat Aug 01 02:15:50 +0000 2009","pt"
"irvazquez112",31,94,153,"Sun Mar 23 12:13:38 +0000 2014","es"
"GanapathyDyna",4,1,161,"Thu Jun 29 10:53:35 +0000 2017","en"
"MarkPearson1",26,140,188,"Sat May 29 17:24:50 +0000 2010","en"
"fimanata",3,9,186,"Wed Jul 04 20:23:32 +0000 2012","ru"
"mpicchetti",9,8,132,"Thu Apr 12 02:03:45 +0000 2007","en"
"racingjehu",1,56,66,"Fri Jul 29 00:17:40 +0000 2011","en"
"Jojuwa9185",4,31,78,"Fri Jul 24 06:01:28 +0000 2015","en"
"tuundraLove",17,100,483,"Sun Dec 06 19:57:31 +0000 2015","ru"
"ellekayeeff",11,1,143,"Thu Nov 12 01:52:43 +0000 2015","en"
"R63220315",1,20,128,"Mon Jun 20 21:30:54 +0000 2016","ru"
"thevegascircle",395,1829,882,"Sun Sep 20 03:36:05 +0000 2009","en"
"frank4ve",551,728,23658,"Wed Dec 23 23:36:21 +0000 2009","es"
"JB2188",10,82,125,"Wed Jun 17 05:32:44 +0000 2009","en"
"DrZombae",75,165,379,"Wed Jul 24 06:17:14 +0000 2013","en"
"MitchTristan",0,3,60,"Mon Oct 01 15:42:55 +0000 2012","en"
"Christina78134",22,229,154,"Sun Aug 21 05:32:39 +0000 2011","en"
"_foreverbianca",19,94,356,"Sat Oct 24 02:17:54 +0000 2009","en"
"beccakelly",9,38,145,"Mon Sep 22 19:51:57 +0000 2008","en"
"vinoghradov_00",5,342,222,"Sun Mar 24 03:11:57 +0000 2013","ru"
"FoxShame",2,41,196,"Fri Feb 20 19:03:40 +0000 2015","ru"
"hsieh_kenny",7,60,122,"Sat Feb 04 04:13:45 +0000 2012","th"
"hevish11",37,33,130,"Sun Apr 03 07:42:53 +0000 2011","en"
"250273siv",485,834,1055,"Mon Nov 21 17:51:33 +0000 2011","ru"
"96haslarzy69",3,1,184,"Fri Jul 24 19:41:14 +0000 2015","ru"
"mau90soares",12,708,100,"Wed Mar 23 00:43:49 +0000 2016","pt"
"kelrenee",49,126,98,"Wed Mar 26 21:11:33 +0000 2008","en"
"ja_hor",41,82,187,"Mon Jun 13 18:33:06 +0000 2011","en"
"gladozadewale",5,7,171,"Sat Jul 16 23:20:10 +0000 2011","en"
"DmitrijYakovlev",1,3,1796,"Tue Apr 17 20:13:24 +0000 2012","ru"
"zoahwong",46,53,71,"Thu Feb 26 19:46:00 +0000 2009","en"
"AnnieNg00",29,96,2212,"Thu May 31 14:59:03 +0000 2012","en"
"TheJuanAndOnly7",334,240,8215,"Fri Jul 01 23:20:23 +0000 2011","en"
"efb6cA22NOS0TKA",51,0,135,"Thu Jun 15 11:11:03 +0000 2017","ru"
"JOSPER1991",0,0,78,"Sun Apr 25 05:45:25 +0000 2010","en"
"Im__Ba",430,422,295,"Wed Jul 20 19:08:56 +0000 2011","en"
"chloe_sara1",26,106,327,"Wed Aug 06 21:01:20 +0000 2014","en"
"KGrace377",97,486,131,"Mon Dec 28 19:39:03 +0000 2015","en"
"JonathanChung2",43,80,475,"Wed May 25 21:52:34 +0000 2011","en"
"ZhanzharovaJuly",1,6,179,"Thu Apr 28 13:48:24 +0000 2011","ru"
"high_romance",25,276,131,"Fri May 07 08:36:29 +0000 2010","en"
"KindAlcoholic",4,6,5189,"Tue Jul 31 10:38:40 +0000 2012","en"
"ScottsdaleKid",0,2,13,"Sun May 15 22:58:20 +0000 2016","en"
"MarreroWill",46,96,133,"Sat Apr 11 13:13:00 +0000 2009","en"
"ayrtonbatistaa",8,34,117,"Thu Mar 03 23:57:46 +0000 2011","en"
"valmitus",2,78,168,"Fri May 12 19:59:59 +0000 2017","ru"
"SentencedToWin",659,1726,21989,"Wed Sep 19 01:00:40 +0000 2012","fr"
"_thebradybunch",31,8,116,"Sun Jun 12 07:08:56 +0000 2011","en"
"Danielle1126",41,191,444,"Sat Jun 27 23:16:46 +0000 2009","en"
"gerri3511",7,22,108,"Tue Jul 07 13:37:15 +0000 2009","en"
"devon212",199,507,7244,"Sun Nov 01 14:40:48 +0000 2009","en"
"Christinelee78",9,147,143,"Tue Aug 22 18:40:04 +0000 2017","en"
"RecklessDWR",590,1521,3502,"Mon Apr 06 22:08:26 +0000 2009","en"
"Ilovescotts",74,64,7181,"Sun Mar 18 00:03:29 +0000 2012","en"
"Colette_Florido",12,89,67,"Tue May 30 18:18:41 +0000 2017","en"
"BridgetGeiger",4,6,75,"Sun Sep 21 14:55:22 +0000 2014","en"
"ChrissyMCharles",164,553,368,"Sat Jan 08 01:59:56 +0000 2011","en"
"fixitchris",26,18,127,"Mon Mar 02 02:41:05 +0000 2009","en"
"x_Cotte",0,242,107,"Sat Jun 12 00:44:50 +0000 2010","es"
"888Majed",21,18,117,"Thu Mar 29 04:57:00 +0000 2012","ar"
"CBeddies",18,17,80,"Wed Jun 24 17:54:35 +0000 2009","en"
"dorisjevans",6,30,21,"Sat Jul 21 06:39:52 +0000 2012","en"
"gise18",20,103,177,"Tue May 19 05:07:24 +0000 2009","en"
"glozzee_maks",10,31,130,"Mon Apr 01 00:15:12 +0000 2013","en"
"Vibelizeii",2273,2608,5766,"Fri Jun 24 22:58:35 +0000 2011","pt"
"MaddyFithian",67,133,352,"Mon Sep 28 20:01:18 +0000 2009","en"
"justice4fall",125,97,288,"Thu Jul 04 17:32:07 +0000 2013","en"
"DeeptiJodhawat",51,75,139,"Thu Apr 12 16:43:03 +0000 2012","en"
"weyheysel",11215,8486,2854,"Tue Mar 01 10:36:35 +0000 2011","en"
"kcute1",56,307,395,"Wed Nov 03 13:27:54 +0000 2010","en"
"_Satsura_",0,118,190,"Tue Sep 11 19:07:30 +0000 2012","ru"
"emoalterego",5,16,97,"Thu Nov 10 17:45:45 +0000 2011","en"
"daniellafj05",13,187,113,"Sat Sep 14 20:35:09 +0000 2013","es"
"imoncada",499,171,247,"Thu Jan 17 22:18:17 +0000 2008","en"
"liamyang1989",6,113,132,"Thu Nov 17 00:12:02 +0000 2016","en"
"alanathellama23",16,21,88,"Thu Feb 13 08:26:05 +0000 2014","en"
"esteban3521",19,109,434,"Wed Feb 08 22:17:51 +0000 2012","fr"
"boomerandbabies",17,180,395,"Tue Mar 16 17:43:26 +0000 2010","en"
"hallford_k",15,121,146,"Sat Jul 26 23:53:27 +0000 2014","en"
"YourTaxAdviser",33,101,82,"Mon Jul 06 23:05:09 +0000 2009","en"
"Nikkiiii12",0,287,121,"Wed Apr 24 15:32:16 +0000 2013","en"
"markdmorrison",7,26,132,"Tue Feb 10 13:33:55 +0000 2009","en"
"TashebaJohnson",1922,990,17382,"Wed Aug 19 03:04:19 +0000 2009","en"
"29billy",1,58,145,"Sat Aug 22 14:30:58 +0000 2009","en"
"ju_duart",98,578,590,"Sun May 29 21:28:37 +0000 2011","pt"
"23masshole",189,1030,849,"Thu Feb 23 11:50:57 +0000 2012","en"
"mjcgia",3,6,12,"Thu Feb 02 15:55:26 +0000 2012","en"
"peteyc",10,94,158,"Wed Oct 31 13:37:25 +0000 2012","en"
"B_Fails",227,198,2334,"Fri Oct 23 00:11:23 +0000 2009","en"
"SquiliamFP",10,9,37,"Sun Jan 22 00:19:55 +0000 2017","en"
"ReDa1996ok",2,27,194,"Mon Nov 14 12:56:48 +0000 2011","fr"
"lyandclaro",188,78,10918,"Tue May 17 23:03:20 +0000 2011","pt"
"mdvg28",13,121,124,"Sat Jun 26 01:08:41 +0000 2010","es"
"Dabonz75",4,8,119,"Mon Feb 21 06:37:15 +0000 2011","en"
"squizzelo",182,235,1467,"Thu Apr 14 10:48:46 +0000 2011","en"
"nycxswties",9,30,15,"Fri Jun 12 13:51:56 +0000 2009","en"
"josefxavier",117,212,232,"Fri Sep 25 06:55:10 +0000 2009","en"
"MelvinRamirezHN",21,45,87,"Mon Nov 05 18:39:02 +0000 2012","es"
"Asap_Shani",18,42,201,"Wed Oct 17 20:51:49 +0000 2012","en"
"kimmycorn12",111,312,115,"Tue Mar 12 21:27:58 +0000 2013","en"
"Christo16330994",4,30,15,"Thu Aug 03 10:06:11 +0000 2017","en"
"LorriVillarreal",34,162,248,"Tue Mar 08 20:15:23 +0000 2016","en"
"jayleemt",7,11,77,"Sun Apr 12 02:54:12 +0000 2009","en"
"zarya99",2,62,131,"Fri Aug 17 19:37:09 +0000 2012","ru"
"Saluto4ka_Puppy",120,221,198,"Fri Sep 30 09:14:05 +0000 2016","ru"
"tdrizzle53",24,79,144,"Tue Jul 09 13:58:57 +0000 2013","en"
"Tarabeann",58,237,253,"Tue Mar 03 15:30:59 +0000 2009","en"
"CCME10",17,80,268,"Mon Jul 08 16:07:37 +0000 2013","en"
"maadddyyy_",185,77,4769,"Sat Mar 30 23:09:37 +0000 2013","en"
"scotrubyconfftx",5,378,200,"Thu Feb 26 06:30:51 +0000 2015","en"
"ZarubinDaniil",11,12,197,"Sun May 15 16:19:54 +0000 2011","ru"
"cunningpat",41,83,499,"Sun Jun 14 18:09:49 +0000 2009","en"
"luvmayberry2",41,200,175,"Sat Oct 05 03:40:01 +0000 2013","en"
"Erendira_Mttz",295,220,10216,"Thu Nov 24 22:21:14 +0000 2011","es"
"PushaSmith",83,495,344,"Wed Apr 13 21:02:59 +0000 2011","en"
"jeennbravo",192,136,1796,"Fri Jun 05 21:37:14 +0000 2009","es"
"kain_anna",285,284,1082,"Wed Aug 24 03:57:54 +0000 2011","en"
"Gitsie13",3,66,18,"Sat Mar 21 13:57:21 +0000 2009","en"
"bbchristianne",236,196,9945,"Thu Jun 18 13:38:16 +0000 2009","en"
"Cuteshorty99",266,463,1299,"Mon Feb 27 23:45:05 +0000 2012","en"
"luvthatjewelry",1,0,79,"Mon Dec 15 23:15:47 +0000 2014","en"
"abiharlove",12,70,103,"Sat Oct 01 23:26:46 +0000 2011","en"
"hmorales379",8,28,82,"Fri Apr 15 03:18:48 +0000 2011","en"
"HomayunKanouni",2,29,27,"Fri Sep 11 17:51:40 +0000 2015","en"
"hesseyMHS007",42,135,10611,"Fri May 08 01:52:12 +0000 2009","en"
"TPeterson21",32,89,102,"Thu Aug 18 02:59:25 +0000 2011","en"
"anna_kuliganova",12,5,607,"Wed Dec 02 23:54:56 +0000 2009","ru"
"DerekVandeWeg",60,81,25,"Fri Mar 11 07:46:50 +0000 2011","en"
"nima1218",27,111,505,"Tue Oct 11 03:39:41 +0000 2011","en"
"Bchessermusic",69,359,191,"Thu Nov 15 22:34:09 +0000 2012","en"
"Jackson3038",22,70,91,"Wed Apr 07 22:24:45 +0000 2010","en"
"dudacastro1997",4,453,117,"Tue Sep 15 21:34:27 +0000 2009","pt"
"anthonysmydee",259,170,4205,"Tue Dec 13 06:51:04 +0000 2011","en"
"rosendo_A_R",38,40,693,"Tue Mar 19 01:16:23 +0000 2013","en"
"jhoweyeshomecom",377,525,328,"Wed Apr 01 18:31:42 +0000 2009","en"
"triplelindi4",18,18,134,"Thu Jan 05 10:21:51 +0000 2012","en"
"SamWinks",160,422,3387,"Tue Apr 12 01:08:58 +0000 2011","en"
"OpFobParasdise",16,89,138,"Mon Mar 13 23:03:11 +0000 2017","en"
"Klubik777",4,707,268,"Sat May 31 08:56:24 +0000 2014","ru"
"lhw017",2,2,72,"Sun Feb 13 14:19:36 +0000 2011","en"
"eberheardt17",5,9,54,"Thu Oct 06 20:51:44 +0000 2016","en"
"ForeverGeee",767,514,22461,"Sat Oct 02 10:12:09 +0000 2010","en"
"YardleyIan",14,25,244,"Sat Oct 15 23:10:20 +0000 2011","en"
"asvspb1",2,31,138,"Tue Oct 07 17:54:42 +0000 2014","ru"
"MarinaDelReyApp",12,0,94,"Wed Sep 19 10:29:23 +0000 2012","en"
"jpearson99801",3,7,85,"Wed Dec 28 18:53:06 +0000 2016","en"
"ssbarsness",20,42,77,"Wed Sep 16 00:49:54 +0000 2015","en"
"LucyJuiceJ",4,332,141,"Sun Apr 15 16:36:56 +0000 2012","en"
"Garagefl0wer",853,782,11264,"Sat Nov 13 18:48:24 +0000 2010","en"
"afisher48",25,84,549,"Wed Aug 03 17:39:49 +0000 2011","en"
"platium321",12,25,551,"Wed Mar 17 01:32:51 +0000 2010","en"
"elliesuue",52,113,373,"Sun Feb 13 23:34:44 +0000 2011","en"
"maryanneonyx",19,66,198,"Fri Jun 07 00:39:08 +0000 2013","en"
"kaffeapan",69,93,5239,"Tue Apr 21 07:42:21 +0000 2009","sv"
"GretaJocyte",252,514,2441,"Mon Jan 30 20:35:26 +0000 2012","en"
"rickspickelmier",191,121,2105,"Tue Jan 13 16:51:25 +0000 2009","en"
"ne1sonshine",358,391,14409,"Thu Mar 12 16:11:21 +0000 2009","en"
"AmericanKozzak",89,612,2142,"Wed Apr 25 21:29:32 +0000 2007","en"
"brk7894",64,48,17176,"Sat Mar 14 18:44:22 +0000 2009","en"
"jbrugg65",57,254,746,"Mon Jun 08 14:09:12 +0000 2009","en"
"jbutlersibul",2,986,29,"Sat Aug 13 11:57:02 +0000 2011","en"
"jessyqin",4,1465,98,"Sun Apr 24 09:38:21 +0000 2011","en"
"AiMeEtRiM",5,90,7,"Sun May 02 10:32:44 +0000 2010","en"
"RobertoAmry",3,248,7,"Wed Jan 07 15:31:39 +0000 2015","en"
"birdieowner",1,165,10,"Mon Aug 02 18:30:32 +0000 2010","en"
"WangYun13",6,159,37,"Thu Nov 03 11:30:30 +0000 2011","zh-tw"
"nearlyemma",92,395,1532,"Mon Apr 14 23:49:52 +0000 2014","en"
"EkoAbdi",0,30,1,"Wed Dec 29 20:20:42 +0000 2010","en"
"marie1700001",2,168,32,"Fri Sep 27 19:53:08 +0000 2013","fr"
"JennyAK47",7,906,33,"Tue Mar 24 00:35:08 +0000 2009","en"
"p3p343v3r",7,181,6,"Wed May 19 23:37:55 +0000 2010","es"
"dcopher84",2,95,6,"Fri Sep 24 02:15:37 +0000 2010","en"
"KremerMichael",4,221,4,"Thu Aug 02 19:45:12 +0000 2012","de"
"DellaneyK",4,239,11,"Fri Jun 22 15:27:23 +0000 2012","en"
"SoThugdOut",1,100,7,"Mon Nov 16 23:18:27 +0000 2009","en"
"urarasho2",5,173,2,"Sun Jun 26 07:11:37 +0000 2016","zh-cn"
"fancygirl44",0,183,16,"Tue Sep 01 18:45:45 +0000 2009","en"
"SFetner1969",3,413,6,"Tue Sep 06 14:07:43 +0000 2016","en"
"kyteille",2,178,5,"Wed Sep 15 08:43:38 +0000 2010","en"
"Waxywilly710",0,70,2,"Wed Jan 23 06:13:07 +0000 2013","en"
"CreasyAustin",0,366,12,"Mon Jan 27 21:37:31 +0000 2014","en"
"dnogrl",0,171,6,"Thu Nov 27 08:27:43 +0000 2014","en"
"wardbrianna80",12,1409,25,"Wed Aug 15 18:17:51 +0000 2012","en"
"pimpattrasiri",0,397,15,"Sat May 14 06:54:48 +0000 2011","en"
"Switacz",3,582,29,"Mon Jan 03 12:27:23 +0000 2011","en"
"Rene22398648",17,3217,34,"Wed Mar 28 16:07:44 +0000 2012","de"
"_9723074370523",0,197,5,"Sun Mar 18 09:50:04 +0000 2012","zh-cn"
"GroverGuzman",1,55,1,"Fri Mar 11 00:24:08 +0000 2011","es"
"juriflza",2,337,28,"Tue Oct 25 13:12:35 +0000 2011","en"
"Krisstikk",5,51,1,"Sat Oct 10 20:18:10 +0000 2009","en"
"Joshua_Elmooxz",48,381,126,"Sat Aug 25 21:47:25 +0000 2012","en"
"Daniscattergood",4,253,9,"Wed Jul 13 17:22:29 +0000 2011","en"
"HugueDrew",4,1214,37,"Thu Jan 26 08:55:19 +0000 2012","fr"
"deanyclaire",4,74,1,"Wed May 12 06:56:43 +0000 2010","en"
"latinking1987",39,415,609,"Mon Jul 07 03:37:49 +0000 2014","en"
"art0205",2,1291,16,"Tue Aug 16 03:56:41 +0000 2011","ko"
"lubbly_97",6,2376,64,"Sat Mar 19 13:34:12 +0000 2011","en"
