"screen_name","followers_count","friends_count","statuses_count","created_at","lang"
peetz_dylan,1,458,2,2013-03-03T05:44:54,en
AlfredL85,1,322,6,2011-07-18T15:45:33,en
Moffyz,0,430,4,2011-02-03T14:14:31,en
maribetherson,8,235,5,2009-06-13T02:50:55,en
oldrustywrench,0,329,1,2014-04-05T22:52:03,en
misheubritney,8,584,355,2009-12-02T22:32:20,en
TravausS,2,136,2,2011-07-12T17:34:21,en
AbuDawid,0,203,1,2014-07-31T21:42:35,pl
TanyaMeyer8,32,740,61,2012-07-20T12:14:30,en
ThoughtsUnplugd,1,170,6,2013-05-22T22:02:21,en
ZenonBuckley,51,426,50,2009-10-29T22:25:55,en
ThalykVanlly,4,1337,26,2011-06-23T22:35:27,pt
ballernation50,6,193,14,2009-09-12T20:02:37,en
safetkulovac,0,42,1,2011-11-27T13:15:51,en
Robert_x_D,2,293,4,2010-11-28T02:04:21,en
kim_bieber_08,2,199,1,2010-11-13T01:48:33,en
silvinha93,4,690,19,2010-06-25T17:01:07,en
Strikedogg,1,243,9,2013-01-21T00:20:03,en
deborahhester1,1,107,1,2011-12-29T00:21:43,en
bogifificitroma,1,81,1,2011-03-21T12:59:59,en
tank78331,1,305,1,2014-03-11T19:32:34,ru
flavakid00,0,614,2,2011-12-20T16:46:21,en
adamblair7,24,59,264,2012-10-25T23:01:06,en
Knifefishsc,0,279,10,2011-12-06T18:52:21,en
TheDiizKaew,1,44,1,2011-07-25T18:21:46,en
paulojra1967,1,292,5,2010-09-10T22:47:30,en
Morrisja62,1,141,8,2010-12-27T04:28:56,en
o0CheshireCat0o,0,171,8,2015-02-25T13:00:54,de
weimerspisak,5,1056,8,2011-06-16T19:24:12,fr
krlaasc,12,1740,83,2010-10-03T02:05:48,en
ShundiaB,8,1748,26,2010-11-25T19:04:01,en
kashif4614399,1,180,10,2011-12-03T12:15:36,en
NoyaItshaki,8,207,16,2011-01-31T15:35:01,en
Anastaishia,0,183,12,2009-12-12T22:24:40,en
531983,5,1726,10,2010-03-23T15:09:20,ja
chukop,8,329,3,2010-09-24T01:04:59,es
Syl_tx,1,916,6,2012-09-27T18:43:50,en
AlexXAlex4,3,448,39,2013-07-22T10:37:01,ro
Whitt104177,5,507,25,2011-11-30T22:19:25,en
nottirb0,1,313,9,2011-01-20T21:42:11,en
calimeromanuel,1,1550,22,2015-10-10T13:01:16,pt
hempel_rico,2,282,2,2009-07-23T12:32:28,en
blupje14,10,145,5,2009-06-10T18:40:17,nl
kein_xi,3,665,6,2013-07-31T17:51:08,en
kailashmazzel,15,224,42,2011-02-01T16:49:49,en
xXrockstarXx94,1,507,7,2011-05-28T01:04:29,en
kiterzinho,7,1410,10,2010-11-18T07:16:21,en
JanaaaaxO,1,475,4,2010-03-27T01:48:03,en
kimmyWeston,9,1377,24,2009-06-18T12:57:03,en
methosiea,4,491,3,2013-07-01T14:16:10,de
iluvyoudj2,4,890,31,2009-09-18T22:49:19,en
jhdlb,3,394,25,2011-04-05T16:04:27,en
CowartJeff,0,372,2,2013-09-07T18:08:49,en
Wuntep,0,62,3,2011-06-13T01:15:29,en
rascalf123,1,130,3,2011-08-20T03:59:23,en
SethDeMuth,5,122,7,2012-04-02T00:12:44,en
ColleenCdgn01,0,230,1,2013-11-12T18:25:03,en
AdrianAkaCustom,2,1867,22,2012-01-09T22:07:51,en
sexyshell666,3,1075,7,2009-06-11T11:20:03,en
rajatsuwal1,1,105,1,2012-03-06T06:20:33,en
dennis624,2,82,2,2010-04-12T22:39:50,en
lozzybeast,1,175,9,2011-04-17T12:35:17,en
MehrRyan,2,191,5,2011-07-14T03:32:52,en
missladymellow9,0,92,1,2011-02-07T00:47:43,en
bitches_be,10,580,85,2011-04-17T10:17:20,en
lauracontreras1,5,1438,8,2011-04-30T20:54:38,es
bryanymmode,0,50,2,2011-07-13T10:00:22,en
StuartBurns12,12,184,7,2012-02-15T23:51:14,en
JasonLehnhoff,0,165,7,2011-10-05T15:12:00,en
J0k3R1839,1,165,8,2009-05-08T01:58:55,en
SharonMileshko,3,332,9,2012-10-24T23:34:17,en
cristinajanepue,2,1241,7,2011-09-30T05:03:46,en
Wilgir,2,862,31,2010-10-01T20:23:30,fr
Ferizs,9,283,4,2009-10-12T23:41:33,en
Omen_AFC,14,1837,98,2012-08-17T17:29:26,pl
annunziatam1,0,158,8,2014-11-09T18:27:04,fr
nfadhilah2392,152,706,601,2011-02-07T13:36:33,en
MCScoobyT,52,605,138,2012-10-10T23:44:02,en
iSuppaFly,0,345,7,2011-07-11T23:17:01,en
carlf37586656,3,347,1,2014-09-06T22:43:50,en
helmi_yunisti,1,464,11,2011-05-26T12:04:45,en
liujulia81b,1,86,7,2011-02-16T17:21:56,en
tatianemariada1,1,286,11,2011-09-13T00:33:22,en
JuanchoGoku,0,161,10,2014-02-08T22:05:30,es
poprockerguy,0,173,16,2009-05-07T20:15:57,en
JorgeAn39133462,0,212,6,2014-04-19T19:45:05,es
northwood_cbr,2,1201,60,2013-04-09T02:08:51,ja
Willisokay,1,307,2,2016-08-07T00:44:23,en
matheusthiago0,3,1727,20,2013-09-19T21:11:13,pt
Mels1715,2,115,16,2013-03-30T05:53:51,en
aim_hupp,6,2156,104,2011-02-12T00:36:39,en
etika_cute,0,242,29,2013-07-22T06:53:55,en
johnson_eli,0,98,7,2011-08-16T19:42:23,en
liwanying805,4,260,18,2010-05-21T05:46:55,en
dolphing1429,10,1375,57,2012-10-23T03:01:31,en
danetume,1,179,8,2011-08-28T19:06:04,pt
XIALOVE,2,388,33,2009-10-15T01:33:16,en
cesarcontreras5,3,68,5,2011-05-08T04:13:15,es
DeniseSamuel9,22,117,1507,2017-06-15T23:41:22,en
EikBjerregaard,27,125,26,2009-08-27T18:46:09,en
Erianas,7,514,2,2009-09-25T01:34:31,en
Alya253117,0,72,20,2014-01-27T06:31:43,id
AnaaisLo,5,1738,61,2012-09-18T09:27:35,fr
smunguia,3,607,3,2010-05-12T00:38:37,en
DreamyLammy,0,281,3,2014-10-30T08:36:18,en
arsawanaD,1,111,6,2016-06-30T06:41:57,en
QnetRevolution,7,1346,9,2011-01-04T19:18:13,fr
krystileena,9,108,1,2011-06-18T22:50:48,en
crane_jodi,1,323,1,2013-02-21T16:00:50,en
2625801,5,1263,10,2012-11-27T16:41:02,en
Rododsch,2,384,2,2016-01-08T16:45:38,de
stordgreen,1,514,2,2009-11-27T17:56:27,en
cooler050,0,274,5,2014-02-23T17:14:21,en
luisrekena,0,97,2,2010-11-24T16:00:57,es
Nekokun814,1,317,78,2009-09-28T11:35:29,en
JamesMan69,0,184,14,2011-08-13T23:56:56,en
bashir_sam,0,94,6,2012-02-01T17:09:57,en
milksinging,1,174,3,2010-11-25T16:22:38,en
waryo_deh,11,393,299,2010-10-16T14:01:45,en
CarolineLenard,6,631,1,2012-02-08T21:05:38,en
funkyfunkster99,0,80,1,2011-03-10T00:51:33,en
JulianaBabez,2,461,24,2009-11-13T23:58:35,en
rituchaturvedi1,0,253,14,2011-08-09T10:03:07,en
Asen95149630,4,1716,82,2012-03-26T04:39:43,id
9Hannum,2,313,7,2013-05-15T19:39:31,en
Bonnie352,0,414,12,2009-05-23T19:54:41,en
cjpainters,1,442,20,2010-11-11T10:59:43,en
mamalinnok,3,412,20,2010-04-13T12:17:48,en
Vitoriahmenezes,2,405,7,2012-01-06T15:20:37,pt
UNITECPR,18,179,77,2010-02-21T20:48:36,en
DAVIDHYDE3,1,419,3,2011-04-25T16:14:29,en
NJNfang,1,230,1,2012-11-17T16:26:21,en
fcbmarvin99,1,405,3,2013-03-12T18:12:24,de
Bigdaddyderz,9,589,58,2009-12-08T05:00:51,en
Izele100,2,387,2,2011-09-14T10:18:27,en
AnaPerst,2,847,17,2012-05-03T02:17:10,es
xcazarez,3,781,17,2012-08-12T20:39:51,es
elisepolice,0,328,2,2009-03-25T12:51:52,en
periodreads,14,262,7,2015-09-27T20:04:16,en
TrojanHeadlines,5,400,53,2012-04-19T03:36:42,en
anushkaeranga1,0,385,7,2011-12-24T17:19:10,en
cbrridda,0,156,3,2014-05-06T03:19:00,en
marinaferrari13,26,409,18,2010-06-27T01:58:41,es
GiovanniPari,2,1140,95,2011-05-23T07:42:36,it
karam_ali,4,240,1,2010-02-27T00:28:46,en
flaviomarchito,2,238,1,2011-10-21T00:30:51,en
RAT007x,2,457,3,2014-05-16T10:12:24,ru
nenamarta,11,140,2103,2009-10-21T00:53:18,pt
LeoNsOfReSh,1,306,14,2010-02-17T23:24:39,en
melovingme24,0,61,2,2012-12-18T17:05:34,en
tpshj,4,121,25,2012-03-14T17:56:26,th
jdarcangeles,10,2062,9,2011-06-02T03:53:54,en
MoatezAleisa,5,1299,50,2015-04-20T18:35:29,ar
Mrs_Cute13,2,361,222,2012-11-08T10:49:51,en
Evameilleure,4,70,2,2011-04-07T16:29:34,fr
BlackTigress,9,187,5,2009-06-20T08:06:17,en
JloUnknown,1,193,12,2011-12-19T16:26:40,en
anieta_q,18,370,28,2012-05-01T23:34:29,id
misscheer123,5,1147,32,2009-12-02T22:44:47,en
ColtonSchlemmer,5,1258,76,2012-03-31T05:15:46,en
sylwia1423,1,172,8,2012-05-11T16:54:17,pl
Niklas01032002,1,343,1,2015-06-19T06:54:14,en
JoshuaBrimer,1,396,2,2011-06-08T07:13:22,en
andreablau,86,466,50,2009-11-12T04:12:13,en
AngieBouley,0,349,10,2011-07-29T09:44:04,fr
chelseyreynold2,0,138,6,2012-09-04T23:44:22,en
lllDiazlll,0,239,9,2012-01-19T02:14:00,en
ogulcan_akcay,12,219,2,2011-01-01T19:47:30,en
mihkelo,19,83,3,2009-09-06T14:07:27,en
javiebetico,1,1164,36,2011-04-20T20:56:35,es
mark0s_alvarez,32,692,19,2011-11-14T17:21:26,en
kstormi03,2,223,4,2009-05-21T14:09:46,en
jake_1379,0,347,9,2011-04-15T18:00:45,en
marypixiefriend,4,180,4,2011-05-25T03:30:30,en
RaSpyle,0,247,18,2011-09-17T12:53:50,en
stjimmi1503,0,361,111,2015-08-10T10:30:54,en
ArmandoAg92,4,232,4,2014-09-01T15:48:19,es
titaaileen,2,262,39,2015-10-06T04:07:50,en
Brandy278,5,2285,20,2011-06-25T07:18:36,en
JAKOMO_T,5,1259,108,2011-11-30T05:46:25,ru
wildchad123,1,385,17,2011-02-20T14:00:50,en
lachyroy,23,596,3,2012-01-01T23:20:07,en
DkdjdjdjdKaan,1,92,1,2014-05-21T11:51:50,tr
neniitalisha,3,83,4,2010-12-19T08:41:56,es
nininou68,1,452,3,2010-07-26T10:55:17,fr
PoloSamantha,3,335,36,2012-12-25T00:12:28,en
iosif45,1,62,2,2011-01-24T13:50:57,en
Arod1186,0,165,3,2012-02-11T05:43:47,en
kryst712,3,329,22,2013-03-04T17:57:30,pl
nareshfutalef,0,360,1,2011-07-17T21:47:44,es
taahir_17,4,191,6,2010-06-14T04:32:12,en
nustyle_panda,8,1553,13,2010-04-13T23:08:35,ja
geraldmoore69,48,588,21,2011-07-23T15:24:24,en
sansro,2,416,36,2009-08-22T00:40:13,en
samuelrubben,11,268,92,2012-05-28T04:56:54,en
KelsieJo05,1,646,6,2011-04-27T16:07:53,en
wera_IOO,0,92,1,2011-01-25T10:58:03,en
Mabo4654,2,1058,74,2012-05-20T01:02:38,ja
LICKmyPEACH21,2,909,52,2012-09-07T04:11:55,en
aapta0508,1,344,5,2016-03-25T16:11:02,en
catsareexcel,0,431,9,2016-08-31T02:16:17,en
summerlynn99,5,2176,28,2011-02-21T01:48:34,en
RooijWim,12,984,51,2012-03-09T12:13:15,nl
MarsSaisRawr,7,1551,30,2012-08-21T03:43:03,en
wolf22220,0,193,7,2011-10-19T00:47:26,en
Lokesh5678,0,264,5,2011-11-17T05:24:56,en
honeyems,4,214,6,2010-05-28T12:38:19,en
LuanAlexandre,2,287,11,2009-08-19T16:45:37,en
Gardiniy,20,410,152,2011-01-10T08:46:32,en
Cronuz2015,0,248,3,2014-12-18T04:31:08,en
black2011heart,1,114,2,2011-01-26T07:40:36,en
Mohamed_Rahmy,17,501,18,2011-06-01T20:55:33,en
TDM_NEUTRAL,1,247,1,2012-03-08T05:22:38,en
TomJakkit,4,354,2,2012-10-04T04:28:45,en
PheakKp,1,348,8,2013-09-18T09:02:40,en
arcenio8,1,204,6,2011-09-23T02:53:02,en
ndiks_bondpiss,7,1442,106,2011-12-30T18:31:46,en
lukedisorder,0,230,5,2013-02-08T00:04:47,en
cutekima55,1,170,5,2009-12-19T04:47:50,en
salma284,2,423,19,2011-05-21T16:33:31,es
ladybug201q,3,1174,9,2011-07-10T05:23:11,en
KDub2850,4,1646,93,2012-07-23T05:27:54,en
ainaaisyah,2,181,1,2010-09-13T12:38:24,en
cum12345,4,578,25,2010-02-01T11:38:09,en
HeermOozitha,0,95,1,2012-11-02T01:45:46,es
kingspikeglitte,4,380,8,2009-05-08T06:38:38,en
jenniferabughan,7,650,18,2011-10-20T04:56:24,en
asif_zulfuqarov,4,740,29,2012-02-26T21:14:49,ru
7211Angieb,4,317,3,2013-11-08T03:09:49,en
septhi_utami,50,455,60,2009-12-28T05:50:31,en
Beastmasterp,2,668,16,2011-07-27T23:48:57,en
abcdefghasdfasd,1,420,4,2010-08-13T06:12:19,en
adamo2497,2,238,2,2015-01-08T20:15:01,pl
RosasRosas25,0,292,1,2013-05-11T16:31:37,es
YaffeStenawat,0,74,1,2011-07-12T04:56:14,en
yunahilda,42,425,8,2013-10-22T13:25:41,id
basketball7011,4,465,1,2013-04-19T21:36:21,en
YouNeek1,3,1194,49,2010-11-16T15:38:45,en
naty_out,42,617,1070,2011-01-15T00:41:03,en
rahim40515441,0,325,3,2013-06-13T18:50:02,fr
mikevincent69,9,422,55,2010-03-03T22:40:18,en
Majuoses,0,92,1,2012-04-01T00:30:38,pt
16slices_legend,6,300,6,2013-11-01T17:45:13,en-gb
Sajumohan85Saju,5,1453,44,2013-06-24T17:49:43,en
tovagee,21,794,6,2009-10-23T18:39:38,en
Gw2gtM8tfwW5Mds,13,128,1041,2017-06-29T12:33:09,ru
beckersdoina,4,940,38,2012-10-14T06:38:50,fr
Ameflora,0,196,15,2010-07-19T14:12:28,en
APGem_,0,363,1,2013-10-21T01:26:36,en
Johnabr69482892,0,139,5,2012-04-11T04:01:39,en
u238375,3,316,1,2009-05-08T15:06:56,en
GonzaloHzd,1,177,13,2011-05-17T15:52:26,es
maadsh,5,940,8,2009-11-09T21:36:16,en
maluu_sc,3,322,2,2013-09-13T09:51:55,de
smelly_fan,9,465,12,2009-04-07T11:39:06,en
evalon30,0,273,2,2013-04-30T13:35:51,en
chugaconroy1fan,6,502,3,2009-12-21T05:23:41,en
lugnuty,1,408,8,2009-07-11T18:04:54,en
corvus_ykt,2,109,3,2010-10-31T04:41:54,en
IchePareja,2,235,16,2011-07-08T12:53:48,en
ikadaebak,0,377,18,2012-05-14T12:14:20,en
smooch1972,3,1327,56,2014-08-31T03:26:56,en
troyelee,6,1183,76,2009-03-24T23:35:01,en
juan_under,1,362,2,2015-12-16T23:57:03,es
Crazyredheadst,7,1609,20,2015-05-07T00:16:49,en
beauty_nany,12,300,9,2010-07-26T14:44:26,en
mjude01,21,238,271,2009-03-16T19:55:21,en
ton_corbee,0,321,6,2015-03-06T04:13:34,en
sebastianjerner,2,339,3,2013-11-27T08:08:52,da
zjl_cn,2,245,13,2015-03-29T13:44:46,zh-cn
RodrigoSivieri,22,474,2,2009-07-06T05:22:40,pt
matssyrrist,9,431,4,2013-06-02T10:33:07,no
qatcon,0,229,4,2010-10-03T23:21:59,en
Inga_Limbo,4,217,2,2012-05-21T02:01:26,en
1iwxrpYHkUqa1ry,2,221,1,2015-10-20T10:02:02,en
VincentLeo_5,4,550,1,2014-11-05T09:21:22,zh-Hans
JayDavis73,4,1367,9,2013-05-12T01:58:18,en
lindleloobles,4,194,8,2012-09-15T20:14:17,en
wowlanx,0,306,4,2011-08-19T03:03:26,en
PiKohler,5,551,25,2011-04-07T16:42:49,en
abandurka,25,266,163,2010-04-01T18:08:50,en
FaiqAtalah,11,1785,51,2012-06-28T10:15:10,id
subramaniaB,1,248,8,2011-08-19T14:53:50,en
sonsjah,1,269,3,2010-12-07T19:25:14,en
Greg__Jordan,1,181,7,2011-06-29T19:00:14,en
AJCHAU,1,141,2,2009-04-27T14:31:41,en
YunteaYan,4,1889,51,2012-10-24T04:15:59,en
AbrownINPUT,7,376,2,2011-06-01T15:02:36,en
karinaav,8,634,3,2009-04-04T08:54:54,en
keyshiawhitet,3,1222,57,2009-11-08T14:01:33,en
boshko0,7,1066,48,2012-07-27T11:09:48,en
Lexy127,3,380,9,2009-12-15T01:24:15,en
MiSs_DeAdLy,4,325,2,2009-06-24T20:47:44,en
RobMarchetti,4,620,5,2010-04-14T05:18:45,en
klashnkov07,1,326,6,2010-10-21T14:35:58,en
Pira85,4,150,15,2010-06-26T15:26:10,en
varunairon,65,225,133,2010-05-05T07:51:23,en
pamswetcher,3,339,12,2012-06-06T12:31:57,en
remy252,7,1431,27,2011-01-10T21:46:06,en
mustafa_3li,10,1191,25,2010-12-28T20:34:57,en
CherryNeopets,0,342,18,2011-11-27T13:27:17,pt
mulla1750,2,241,2,2012-09-19T12:57:54,en
porolto80,0,348,1,2016-03-03T13:17:39,hu
michel_khuwai,24,323,12,2010-09-24T10:04:24,en
Hottness4eva,3,506,2,2009-09-05T17:57:11,en
xalexissantiago,4,183,1,2013-09-01T06:27:32,en
WarZerge,3,1214,54,2012-06-03T18:35:10,es
RamseyDanyel,2,1152,55,2013-11-09T23:01:49,en
Chelseablues14,3,312,2,2013-01-07T20:17:16,en
TheEdward123,2,334,10,2014-03-18T18:46:46,en
saneub,3,367,27,2015-06-28T07:21:52,es
jadeluv619,9,735,18,2009-05-28T03:57:39,en
yucelsumer1,2,1167,11,2010-12-28T09:47:46,en
Relkuzar,9,597,1,2016-07-22T23:06:18,en
xbox_adrian,0,326,4,2014-05-12T17:21:17,en
fussballoli,2,139,2,2010-10-15T11:22:11,de
Joe7693,3,1035,4,2010-12-06T02:45:15,en
Ashly2J,1,238,1,2012-12-13T15:51:06,en
19902533,1,713,35,2011-09-24T09:16:39,en
Veabuen,26,610,15,2009-04-05T12:38:48,en
joao2rgtyrtegt,1,359,17,2013-04-22T15:38:19,pt
brunaxox3,1255,825,29800,2010-04-23T02:59:46,en
gro_r,0,84,4,2011-12-26T10:55:59,en
Krista3617,40,523,79,2012-11-03T21:25:59,en
dinhophill,0,230,12,2010-08-09T22:18:35,en
benekbozdemir,0,271,8,2011-11-10T18:50:32,tr
pnpn_pp,7,994,3034,2012-05-08T13:00:47,zh-tw
rodelizo7980,1,417,19,2011-04-07T01:51:41,en
leidys39,2,198,7,2011-08-04T15:00:35,es
8d7M4GZSMFsSJzC,28,387,77,2014-07-23T07:22:43,en
Yclove23,6,1219,23,2010-05-30T05:46:29,en
esgarbey,6,284,10,2012-04-02T11:51:34,tr
cesarfan1,17,2711,85,2009-11-06T01:14:33,en
bellamy_hika,0,178,6,2011-06-19T18:18:33,en
wareworld,13,3568,45,2009-05-19T03:52:08,en
edwardrosario4,7,833,21,2012-04-15T14:25:44,en
buckwoodall1,0,220,10,2009-10-31T17:24:34,en
jalmeida51,0,230,1,2011-06-29T23:39:10,pt
cess_grace12,3,173,2,2012-05-04T07:25:54,en
SolEirik,17,406,20,2012-02-04T12:17:04,no
JanKowa94,1,304,26,2014-08-31T11:34:51,pl
miss_morales_,1,618,3,2009-08-26T02:57:48,en
yLeihs999,3,61,3,2010-05-30T12:51:11,en
plavooki86,0,587,3,2011-03-17T16:28:26,en
wallace_wcr,6,470,2,2010-06-08T00:50:48,en
mohsaeed1978,5,1312,17,2014-11-24T15:50:28,en
masterp5225,0,97,1,2011-01-04T19:37:44,en
krishssj,2,196,7,2012-06-08T21:44:15,no
muntaari,6,1368,15,2011-01-06T12:44:37,en
xioma1993,1,122,25,2011-08-03T21:17:55,es
Isabell80570000,17,500,8,2013-04-18T07:43:40,en
kelly0092,8,1566,58,2013-12-09T12:28:11,en
Felipemarani,2,165,1,2010-05-10T17:30:24,en
joretbryan,6,1649,13,2009-05-28T22:34:08,en
xu4ru8u,0,259,1,2011-04-15T11:51:24,en
TjoaKingFa,1,121,4,2011-06-18T01:27:47,en
mel_prof,3,100,13,2011-08-05T13:21:19,en
8_24_williamW,1,659,14,2012-03-19T12:36:56,en
ZoraNRW,0,100,1,2011-04-09T16:33:53,de
XE0NSIKE,2,237,17,2013-10-24T09:43:20,en-gb
Rustie_Poland,0,220,1,2014-03-13T17:53:29,pl
BelmaKubur1,2,1100,4,2012-01-12T09:01:20,en
profissao70,7,452,9,2011-10-17T14:10:58,pt
Madsbru,0,282,3,2013-03-27T01:47:37,en
EricThompson699,39,849,358,2012-05-04T04:22:37,en
CasinovaJoe142,7,649,19,2014-10-09T02:34:36,th
courtneysmith_6,6,706,3,2009-06-17T15:49:17,en
isaias_073,6,147,10,2010-06-03T21:32:23,es
JordanKatona1,1,407,2,2014-01-25T23:13:56,en
adamcodi,3,496,23,2011-05-17T20:34:47,en
Jojojojoleelee,4,358,4,2014-03-16T10:25:38,en
guanako_melgar,0,334,2,2009-07-09T23:23:26,en
smitty9238,5,539,3,2010-03-29T18:38:25,en
HanSoz1,0,486,1,2011-10-19T07:49:29,en
mizzwight,2,178,6,2012-02-29T07:37:26,en
heatherpwn,39,563,62,2009-05-12T04:15:17,en
Kody_Cranford,4,455,2,2013-07-05T10:42:28,en
amuamu13,21,1556,41,2011-12-17T00:14:24,ja
Richie69enit,4,286,3,2011-08-07T20:41:58,en
LodowyKaktus,0,225,3,2013-11-23T11:03:08,pl
MaltaCravo,2,1276,123,2012-06-08T23:23:34,pt
nadinysandy,6,368,7,2009-12-03T16:05:24,en
RezaOrdoubadi,3,263,8,2012-05-26T10:17:19,en
Bboatkung,0,120,4,2012-01-27T14:52:41,en
hsuarezl1,11,337,13,2013-03-30T23:26:47,es
dongworth,6,1395,39,2010-02-14T12:30:39,en
hotdog_x,6,388,2,2009-05-29T22:14:40,en
ClarNchls,1,159,11,2010-01-29T05:22:31,en
ID0ItGood,1,314,9,2012-07-22T14:05:58,en
WilliamOLsen,3,1426,30,2010-12-02T22:33:35,en
hasher9092,1,198,6,2009-03-26T17:30:05,en
laseumenides,1,1274,46,2011-08-29T19:56:09,es
IoSanches,5,1427,83,2010-04-11T23:41:05,en
kanishaberry,2,441,8,2012-07-14T03:58:59,en
hanaadina,3,129,7,2011-04-08T03:10:48,en
indracipta1,0,119,14,2011-06-11T11:04:06,en
chantal_demers,2,228,10,2011-08-12T20:20:41,en
NealPeart1,6,1146,29,2012-05-13T02:18:35,en
AnuragGanguli,34,2288,31,2013-08-08T04:45:59,en
mudtoad,4,889,29,2010-09-27T01:16:27,en
Choll73ns,9,1309,65,2011-02-01T02:48:00,en
cloenz,4,213,4,2009-03-21T21:40:48,en
vini_oliveira__,3,379,12,2011-10-07T14:11:54,es
angelytalingga,88,367,765,2011-08-30T08:47:50,en
candice_buckles,21,242,3,2010-05-24T17:35:56,en
nazisamadi22515,1,484,1,2012-08-14T16:00:28,en
bartpaxtonthnh,2,261,16,2010-12-12T11:33:45,en
cwgcte,0,522,5,2008-07-23T04:02:00,en
klumbert13,0,222,1,2011-04-20T18:37:47,en
lilianaleida,2,342,7,2009-10-03T19:06:48,en
hamzalioua,0,1399,42,2011-07-26T21:43:18,fr
daniiviana,14,235,7,2009-08-29T19:59:22,en
NetoSalazar1,0,463,25,2012-12-27T23:25:13,es
ffebrianti74,0,184,4,2014-01-20T03:54:42,id
deerhunter5160,0,64,5,2012-05-15T02:35:34,en
sylaye1,1,693,34,2014-07-06T15:15:11,fr
Erisdiscordia23,1,198,22,2015-10-10T20:46:20,en
summer1090,0,199,11,2010-02-04T17:21:32,en
fyimcray,0,119,5,2014-09-20T16:30:12,en
j4k3_at_m3t4RL,19,1641,52,2009-05-25T07:35:11,en
adrianmrcl_,1,61,3,2012-03-01T23:26:08,pt
linkinplay,1,130,5,2010-02-28T06:17:23,en
PENTORKUNGZ,5,51,4,2011-04-26T10:14:30,en
Eva_Verbeke,1,243,6,2016-09-17T11:42:10,nl
titomuertito,0,124,11,2010-02-02T11:15:33,es
r973123,2,267,6,2012-06-04T10:49:22,zh-tw
jj7025,5,765,36,2009-09-26T21:32:19,en
piyushdkhunt,0,138,5,2012-09-09T07:43:55,en
vasiukasz,10,1652,42,2012-05-16T20:38:27,en
izzyedinborough,0,42,1,2011-08-14T09:56:58,en
Stephenfuso,0,138,6,2014-03-12T05:25:38,en
danielesadoyama,17,385,12,2010-09-01T19:05:30,en
Hhshdhdhhshs,6,782,18,2012-12-14T22:11:19,en
DaniiFlaka,2,171,12,2012-07-04T17:36:50,es
dislexic_scott,8,260,14,2014-03-13T19:09:11,en
xxLindsxxx,1,136,9,2012-02-18T16:38:26,en
HelloStafford,4890,1352,11698,2017-01-11T21:01:26,en
Binh_a,4,148,4,2009-08-27T01:47:51,en
MariiLinPosada,3,1276,40,2011-06-07T20:23:08,es
