screen_name,followers_count,friends_count,statuses_count,created_at,lang
"AbuDawid",0,203,1,"Thu Jul 31 21:42:35 +0000 2014","pl"
"TanyaMeyer8",32,740,61,"Fri Jul 20 12:14:30 +0000 2012","en"
"ThoughtsUnplugd",1,170,6,"Wed May 22 22:02:21 +0000 2013","en"
"ZenonBuckley",51,426,50,"Thu Oct 29 22:25:55 +0000 2009","en"
"ThalykVanlly",4,1337,26,"Thu Jun 23 22:35:27 +0000 2011","pt"
"ballernation50",6,193,14,"Sat Sep 12 20:02:37 +0000 2009","en"
"safetkulovac",0,42,1,"Sun Nov 27 13:15:51 +0000 2011","en"
"Robert_x_D",2,293,4,"Sun Nov 28 02:04:21 +0000 2010","en"
"kim_bieber_08",2,199,1,"Sat Nov 13 01:48:33 +0000 2010","en"
"silvinha93",4,690,19,"Fri Jun 25 17:01:07 +0000 2010","en"
"Strikedogg",1,243,9,"Mon Jan 21 00:20:03 +0000 2013","en"
"deborahhester1",1,107,1,"Thu Dec 29 00:21:43 +0000 2011","en"
"bogifificitroma",1,81,1,"Mon Mar 21 12:59:59 +0000 2011","en"
"tank78331",1,305,1,"Tue Mar 11 19:32:34 +0000 2014","ru"
"flavakid00",0,614,2,"Tue Dec 20 16:46:21 +0000 2011","en"
"adamblair7",24,59,264,"Thu Oct 25 23:01:06 +0000 2012","en"
"Knifefishsc",0,279,10,"Tue Dec 06 18:52:21 +0000 2011","en"
"TheDiizKaew",1,44,1,"Mon Jul 25 18:21:46 +0000 2011","en"
"paulojra1967",1,292,5,"Fri Sep 10 22:47:30 +0000 2010","en"
"Morrisja62",1,141,8,"Mon Dec 27 04:28:56 +0000 2010","en"
"o0CheshireCat0o",0,171,8,"Wed Feb 25 13:00:54 +0000 2015","de"
"weimerspisak",5,1056,8,"Thu Jun 16 19:24:12 +0000 2011","fr"
"krlaasc",12,1740,83,"Sun Oct 03 02:05:48 +0000 2010","en"
"ShundiaB",8,1748,26,"Thu Nov 25 19:04:01 +0000 2010","en"
"kashif4614399",1,180,10,"Sat Dec 03 12:15:36 +0000 2011","en"
"NoyaItshaki",8,207,16,"Mon Jan 31 15:35:01 +0000 2011","en"
"Anastaishia",0,183,12,"Sat Dec 12 22:24:40 +0000 2009","en"
"531983",5,1726,10,"Tue Mar 23 15:09:20 +0000 2010","ja"
"chukop",8,329,3,"Fri Sep 24 01:04:59 +0000 2010","es"
"Syl_tx",1,916,6,"Thu Sep 27 18:43:50 +0000 2012","en"
"AlexXAlex4",3,448,39,"Mon Jul 22 10:37:01 +0000 2013","ro"
"Whitt104177",5,507,25,"Wed Nov 30 22:19:25 +0000 2011","en"
"nottirb0",1,313,9,"Thu Jan 20 21:42:11 +0000 2011","en"
"calimeromanuel",1,1550,22,"Sat Oct 10 13:01:16 +0000 2015","pt"
"hempel_rico",2,282,2,"Thu Jul 23 12:32:28 +0000 2009","en"
"blupje14",10,145,5,"Wed Jun 10 18:40:17 +0000 2009","nl"
"kein_xi",3,665,6,"Wed Jul 31 17:51:08 +0000 2013","en"
"kailashmazzel",15,224,42,"Tue Feb 01 16:49:49 +0000 2011","en"
"xXrockstarXx94",1,507,7,"Sat May 28 01:04:29 +0000 2011","en"
"kiterzinho",7,1410,10,"Thu Nov 18 07:16:21 +0000 2010","en"
"JanaaaaxO",1,475,4,"Sat Mar 27 01:48:03 +0000 2010","en"
"kimmyWeston",9,1377,24,"Thu Jun 18 12:57:03 +0000 2009","en"
"methosiea",4,491,3,"Mon Jul 01 14:16:10 +0000 2013","de"
"iluvyoudj2",4,890,31,"Fri Sep 18 22:49:19 +0000 2009","en"
"jhdlb",3,394,25,"Tue Apr 05 16:04:27 +0000 2011","en"
"CowartJeff",0,372,2,"Sat Sep 07 18:08:49 +0000 2013","en"
"Wuntep",0,62,3,"Mon Jun 13 01:15:29 +0000 2011","en"
"rascalf123",1,130,3,"Sat Aug 20 03:59:23 +0000 2011","en"
"SethDeMuth",5,122,7,"Mon Apr 02 00:12:44 +0000 2012","en"
"ColleenCdgn01",0,230,1,"Tue Nov 12 18:25:03 +0000 2013","en"
"AdrianAkaCustom",2,1867,22,"Mon Jan 09 22:07:51 +0000 2012","en"
"sexyshell666",3,1075,7,"Thu Jun 11 11:20:03 +0000 2009","en"
"rajatsuwal1",1,105,1,"Tue Mar 06 06:20:33 +0000 2012","en"
"dennis624",2,82,2,"Mon Apr 12 22:39:50 +0000 2010","en"
"lozzybeast",1,175,9,"Sun Apr 17 12:35:17 +0000 2011","en"
"MehrRyan",2,191,5,"Thu Jul 14 03:32:52 +0000 2011","en"
"missladymellow9",0,92,1,"Mon Feb 07 00:47:43 +0000 2011","en"
"bitches_be",10,580,85,"Sun Apr 17 10:17:20 +0000 2011","en"
"lauracontreras1",5,1438,8,"Sat Apr 30 20:54:38 +0000 2011","es"
"bryanymmode",0,50,2,"Wed Jul 13 10:00:22 +0000 2011","en"
"StuartBurns12",12,184,7,"Wed Feb 15 23:51:14 +0000 2012","en"
"JasonLehnhoff",0,165,7,"Wed Oct 05 15:12:00 +0000 2011","en"
"J0k3R1839",1,165,8,"Fri May 08 01:58:55 +0000 2009","en"
"SharonMileshko",3,332,9,"Wed Oct 24 23:34:17 +0000 2012","en"
"cristinajanepue",2,1241,7,"Fri Sep 30 05:03:46 +0000 2011","en"
"Wilgir",2,862,31,"Fri Oct 01 20:23:30 +0000 2010","fr"
"Ferizs",9,283,4,"Mon Oct 12 23:41:33 +0000 2009","en"
"Omen_AFC",14,1837,98,"Fri Aug 17 17:29:26 +0000 2012","pl"
"annunziatam1",0,158,8,"Sun Nov 09 18:27:04 +0000 2014","fr"
"nfadhilah2392",152,706,601,"Mon Feb 07 13:36:33 +0000 2011","en"
"MCScoobyT",52,605,138,"Wed Oct 10 23:44:02 +0000 2012","en"
"iSuppaFly",0,345,7,"Mon Jul 11 23:17:01 +0000 2011","en"
"carlf37586656",3,347,1,"Sat Sep 06 22:43:50 +0000 2014","en"
"helmi_yunisti",1,464,11,"Thu May 26 12:04:45 +0000 2011","en"
"liujulia81b",1,86,7,"Wed Feb 16 17:21:56 +0000 2011","en"
"tatianemariada1",1,286,11,"Tue Sep 13 00:33:22 +0000 2011","en"
"JuanchoGoku",0,161,10,"Sat Feb 08 22:05:30 +0000 2014","es"
"poprockerguy",0,173,16,"Thu May 07 20:15:57 +0000 2009","en"
"JorgeAn39133462",0,212,6,"Sat Apr 19 19:45:05 +0000 2014","es"
"northwood_cbr",2,1201,60,"Tue Apr 09 02:08:51 +0000 2013","ja"
"Willisokay",1,307,2,"Sun Aug 07 00:44:23 +0000 2016","en"
"matheusthiago0",3,1727,20,"Thu Sep 19 21:11:13 +0000 2013","pt"
"Mels1715",2,115,16,"Sat Mar 30 05:53:51 +0000 2013","en"
"aim_hupp",6,2156,104,"Sat Feb 12 00:36:39 +0000 2011","en"
"etika_cute",0,242,29,"Mon Jul 22 06:53:55 +0000 2013","en"
"johnson_eli",0,98,7,"Tue Aug 16 19:42:23 +0000 2011","en"
"liwanying805",4,260,18,"Fri May 21 05:46:55 +0000 2010","en"
"dolphing1429",10,1375,57,"Tue Oct 23 03:01:31 +0000 2012","en"
"danetume",1,179,8,"Sun Aug 28 19:06:04 +0000 2011","pt"
"XIALOVE",2,388,33,"Thu Oct 15 01:33:16 +0000 2009","en"
"cesarcontreras5",3,68,5,"Sun May 08 04:13:15 +0000 2011","es"
"DeniseSamuel9",22,117,1507,"Thu Jun 15 23:41:22 +0000 2017","en"
"EikBjerregaard",27,125,26,"Thu Aug 27 18:46:09 +0000 2009","en"
"Erianas",7,514,2,"Fri Sep 25 01:34:31 +0000 2009","en"
"Alya253117",0,72,20,"Mon Jan 27 06:31:43 +0000 2014","id"
"AnaaisLo",5,1738,61,"Tue Sep 18 09:27:35 +0000 2012","fr"
"smunguia",3,607,3,"Wed May 12 00:38:37 +0000 2010","en"
"DreamyLammy",0,281,3,"Thu Oct 30 08:36:18 +0000 2014","en"
"arsawanaD",1,111,6,"Thu Jun 30 06:41:57 +0000 2016","en"
"QnetRevolution",7,1346,9,"Tue Jan 04 19:18:13 +0000 2011","fr"
"krystileena",9,108,1,"Sat Jun 18 22:50:48 +0000 2011","en"
"crane_jodi",1,323,1,"Thu Feb 21 16:00:50 +0000 2013","en"
"2625801",5,1263,10,"Tue Nov 27 16:41:02 +0000 2012","en"
"Rododsch",2,384,2,"Fri Jan 08 16:45:38 +0000 2016","de"
"stordgreen",1,514,2,"Fri Nov 27 17:56:27 +0000 2009","en"
"cooler050",0,274,5,"Sun Feb 23 17:14:21 +0000 2014","en"
"luisrekena",0,97,2,"Wed Nov 24 16:00:57 +0000 2010","es"
"Nekokun814",1,317,78,"Mon Sep 28 11:35:29 +0000 2009","en"
"JamesMan69",0,184,14,"Sat Aug 13 23:56:56 +0000 2011","en"
"bashir_sam",0,94,6,"Wed Feb 01 17:09:57 +0000 2012","en"
"milksinging",1,174,3,"Thu Nov 25 16:22:38 +0000 2010","en"
"waryo_deh",11,393,299,"Sat Oct 16 14:01:45 +0000 2010","en"
"CarolineLenard",6,631,1,"Wed Feb 08 21:05:38 +0000 2012","en"
"funkyfunkster99",0,80,1,"Thu Mar 10 00:51:33 +0000 2011","en"
"JulianaBabez",2,461,24,"Fri Nov 13 23:58:35 +0000 2009","en"
"rituchaturvedi1",0,253,14,"Tue Aug 09 10:03:07 +0000 2011","en"
"Asen95149630",4,1716,82,"Mon Mar 26 04:39:43 +0000 2012","id"
"9Hannum",2,313,7,"Wed May 15 19:39:31 +0000 2013","en"
"Bonnie352",0,414,12,"Sat May 23 19:54:41 +0000 2009","en"
"cjpainters",1,442,20,"Thu Nov 11 10:59:43 +0000 2010","en"
"mamalinnok",3,412,20,"Tue Apr 13 12:17:48 +0000 2010","en"
"Vitoriahmenezes",2,405,7,"Fri Jan 06 15:20:37 +0000 2012","pt"
"UNITECPR",18,179,77,"Sun Feb 21 20:48:36 +0000 2010","en"
"DAVIDHYDE3",1,419,3,"Mon Apr 25 16:14:29 +0000 2011","en"
"NJNfang",1,230,1,"Sat Nov 17 16:26:21 +0000 2012","en"
"fcbmarvin99",1,405,3,"Tue Mar 12 18:12:24 +0000 2013","de"
"Bigdaddyderz",9,589,58,"Tue Dec 08 05:00:51 +0000 2009","en"
"Izele100",2,387,2,"Wed Sep 14 10:18:27 +0000 2011","en"
"AnaPerst",2,847,17,"Thu May 03 02:17:10 +0000 2012","es"
"xcazarez",3,781,17,"Sun Aug 12 20:39:51 +0000 2012","es"
"elisepolice",0,328,2,"Wed Mar 25 12:51:52 +0000 2009","en"
"periodreads",14,262,7,"Sun Sep 27 20:04:16 +0000 2015","en"
"TrojanHeadlines",5,400,53,"Thu Apr 19 03:36:42 +0000 2012","en"
"anushkaeranga1",0,385,7,"Sat Dec 24 17:19:10 +0000 2011","en"
"cbrridda",0,156,3,"Tue May 06 03:19:00 +0000 2014","en"
"marinaferrari13",26,409,18,"Sun Jun 27 01:58:41 +0000 2010","es"
"GiovanniPari",2,1140,95,"Mon May 23 07:42:36 +0000 2011","it"
"karam_ali",4,240,1,"Sat Feb 27 00:28:46 +0000 2010","en"
"flaviomarchito",2,238,1,"Fri Oct 21 00:30:51 +0000 2011","en"
"RAT007x",2,457,3,"Fri May 16 10:12:24 +0000 2014","ru"
"nenamarta",11,140,2103,"Wed Oct 21 00:53:18 +0000 2009","pt"
"LeoNsOfReSh",1,306,14,"Wed Feb 17 23:24:39 +0000 2010","en"
"melovingme24",0,61,2,"Tue Dec 18 17:05:34 +0000 2012","en"
"tpshj",4,121,25,"Wed Mar 14 17:56:26 +0000 2012","th"
"jdarcangeles",10,2062,9,"Thu Jun 02 03:53:54 +0000 2011","en"
"MoatezAleisa",5,1299,50,"Mon Apr 20 18:35:29 +0000 2015","ar"
"Mrs_Cute13",2,361,222,"Thu Nov 08 10:49:51 +0000 2012","en"
"Evameilleure",4,70,2,"Thu Apr 07 16:29:34 +0000 2011","fr"
"BlackTigress",9,187,5,"Sat Jun 20 08:06:17 +0000 2009","en"
"JloUnknown",1,193,12,"Mon Dec 19 16:26:40 +0000 2011","en"
"anieta_q",18,370,28,"Tue May 01 23:34:29 +0000 2012","id"
"misscheer123",5,1147,32,"Wed Dec 02 22:44:47 +0000 2009","en"
"ColtonSchlemmer",5,1258,76,"Sat Mar 31 05:15:46 +0000 2012","en"
"sylwia1423",1,172,8,"Fri May 11 16:54:17 +0000 2012","pl"
"Niklas01032002",1,343,1,"Fri Jun 19 06:54:14 +0000 2015","en"
"JoshuaBrimer",1,396,2,"Wed Jun 08 07:13:22 +0000 2011","en"
"andreablau",86,466,50,"Thu Nov 12 04:12:13 +0000 2009","en"
"AngieBouley",0,349,10,"Fri Jul 29 09:44:04 +0000 2011","fr"
"chelseyreynold2",0,138,6,"Tue Sep 04 23:44:22 +0000 2012","en"
"lllDiazlll",0,239,9,"Thu Jan 19 02:14:00 +0000 2012","en"
"ogulcan_akcay",12,219,2,"Sat Jan 01 19:47:30 +0000 2011","en"
"mihkelo",19,83,3,"Sun Sep 06 14:07:27 +0000 2009","en"
"javiebetico",1,1164,36,"Wed Apr 20 20:56:35 +0000 2011","es"
"mark0s_alvarez",32,692,19,"Mon Nov 14 17:21:26 +0000 2011","en"
"kstormi03",2,223,4,"Thu May 21 14:09:46 +0000 2009","en"
"jake_1379",0,347,9,"Fri Apr 15 18:00:45 +0000 2011","en"
"marypixiefriend",4,180,4,"Wed May 25 03:30:30 +0000 2011","en"
"RaSpyle",0,247,18,"Sat Sep 17 12:53:50 +0000 2011","en"
"stjimmi1503",0,361,111,"Mon Aug 10 10:30:54 +0000 2015","en"
"ArmandoAg92",4,232,4,"Mon Sep 01 15:48:19 +0000 2014","es"
"titaaileen",2,262,39,"Tue Oct 06 04:07:50 +0000 2015","en"
"Brandy278",5,2285,20,"Sat Jun 25 07:18:36 +0000 2011","en"
"JAKOMO_T",5,1259,108,"Wed Nov 30 05:46:25 +0000 2011","ru"
"wildchad123",1,385,17,"Sun Feb 20 14:00:50 +0000 2011","en"
"lachyroy",23,596,3,"Sun Jan 01 23:20:07 +0000 2012","en"
"DkdjdjdjdKaan",1,92,1,"Wed May 21 11:51:50 +0000 2014","tr"
"neniitalisha",3,83,4,"Sun Dec 19 08:41:56 +0000 2010","es"
"nininou68",1,452,3,"Mon Jul 26 10:55:17 +0000 2010","fr"
"PoloSamantha",3,335,36,"Tue Dec 25 00:12:28 +0000 2012","en"
"iosif45",1,62,2,"Mon Jan 24 13:50:57 +0000 2011","en"
"Arod1186",0,165,3,"Sat Feb 11 05:43:47 +0000 2012","en"
"kryst712",3,329,22,"Mon Mar 04 17:57:30 +0000 2013","pl"
"nareshfutalef",0,360,1,"Sun Jul 17 21:47:44 +0000 2011","es"
"taahir_17",4,191,6,"Mon Jun 14 04:32:12 +0000 2010","en"
"nustyle_panda",8,1553,13,"Tue Apr 13 23:08:35 +0000 2010","ja"
"geraldmoore69",48,588,21,"Sat Jul 23 15:24:24 +0000 2011","en"
"sansro",2,416,36,"Sat Aug 22 00:40:13 +0000 2009","en"
"samuelrubben",11,268,92,"Mon May 28 04:56:54 +0000 2012","en"
"KelsieJo05",1,646,6,"Wed Apr 27 16:07:53 +0000 2011","en"
"wera_IOO",0,92,1,"Tue Jan 25 10:58:03 +0000 2011","en"
"Mabo4654",2,1058,74,"Sun May 20 01:02:38 +0000 2012","ja"
"LICKmyPEACH21",2,909,52,"Fri Sep 07 04:11:55 +0000 2012","en"
"aapta0508",1,344,5,"Fri Mar 25 16:11:02 +0000 2016","en"
"catsareexcel",0,431,9,"Wed Aug 31 02:16:17 +0000 2016","en"
"summerlynn99",5,2176,28,"Mon Feb 21 01:48:34 +0000 2011","en"
"RooijWim",12,984,51,"Fri Mar 09 12:13:15 +0000 2012","nl"
"MarsSaisRawr",7,1551,30,"Tue Aug 21 03:43:03 +0000 2012","en"
"wolf22220",0,193,7,"Wed Oct 19 00:47:26 +0000 2011","en"
"Lokesh5678",0,264,5,"Thu Nov 17 05:24:56 +0000 2011","en"
"honeyems",4,214,6,"Fri May 28 12:38:19 +0000 2010","en"
"LuanAlexandre",2,287,11,"Wed Aug 19 16:45:37 +0000 2009","en"
"Gardiniy",20,410,152,"Mon Jan 10 08:46:32 +0000 2011","en"
"Cronuz2015",0,248,3,"Thu Dec 18 04:31:08 +0000 2014","en"
"black2011heart",1,114,2,"Wed Jan 26 07:40:36 +0000 2011","en"
"Mohamed_Rahmy",17,501,18,"Wed Jun 01 20:55:33 +0000 2011","en"
"TDM_NEUTRAL",1,247,1,"Thu Mar 08 05:22:38 +0000 2012","en"
"TomJakkit",4,354,2,"Thu Oct 04 04:28:45 +0000 2012","en"
"PheakKp",1,348,8,"Wed Sep 18 09:02:40 +0000 2013","en"
"arcenio8",1,204,6,"Fri Sep 23 02:53:02 +0000 2011","en"
"ndiks_bondpiss",7,1442,106,"Fri Dec 30 18:31:46 +0000 2011","en"
"lukedisorder",0,230,5,"Fri Feb 08 00:04:47 +0000 2013","en"
"cutekima55",1,170,5,"Sat Dec 19 04:47:50 +0000 2009","en"
"salma284",2,423,19,"Sat May 21 16:33:31 +0000 2011","es"
"ladybug201q",3,1174,9,"Sun Jul 10 05:23:11 +0000 2011","en"
"KDub2850",4,1646,93,"Mon Jul 23 05:27:54 +0000 2012","en"
"ainaaisyah",2,181,1,"Mon Sep 13 12:38:24 +0000 2010","en"
"cum12345",4,578,25,"Mon Feb 01 11:38:09 +0000 2010","en"
"HeermOozitha",0,95,1,"Fri Nov 02 01:45:46 +0000 2012","es"
"kingspikeglitte",4,380,8,"Fri May 08 06:38:38 +0000 2009","en"
"jenniferabughan",7,650,18,"Thu Oct 20 04:56:24 +0000 2011","en"
"asif_zulfuqarov",4,740,29,"Sun Feb 26 21:14:49 +0000 2012","ru"
"7211Angieb",4,317,3,"Fri Nov 08 03:09:49 +0000 2013","en"
"septhi_utami",50,455,60,"Mon Dec 28 05:50:31 +0000 2009","en"
"Beastmasterp",2,668,16,"Wed Jul 27 23:48:57 +0000 2011","en"
"abcdefghasdfasd",1,420,4,"Fri Aug 13 06:12:19 +0000 2010","en"
"adamo2497",2,238,2,"Thu Jan 08 20:15:01 +0000 2015","pl"
"RosasRosas25",0,292,1,"Sat May 11 16:31:37 +0000 2013","es"
"YaffeStenawat",0,74,1,"Tue Jul 12 04:56:14 +0000 2011","en"
"yunahilda",42,425,8,"Tue Oct 22 13:25:41 +0000 2013","id"
"basketball7011",4,465,1,"Fri Apr 19 21:36:21 +0000 2013","en"
"YouNeek1",3,1194,49,"Tue Nov 16 15:38:45 +0000 2010","en"
"naty_out",42,617,1070,"Sat Jan 15 00:41:03 +0000 2011","en"
"rahim40515441",0,325,3,"Thu Jun 13 18:50:02 +0000 2013","fr"
"mikevincent69",9,422,55,"Wed Mar 03 22:40:18 +0000 2010","en"
"Majuoses",0,92,1,"Sun Apr 01 00:30:38 +0000 2012","pt"
"16slices_legend",6,300,6,"Fri Nov 01 17:45:13 +0000 2013","en-gb"
"Sajumohan85Saju",5,1453,44,"Mon Jun 24 17:49:43 +0000 2013","en"
"tovagee",21,794,6,"Fri Oct 23 18:39:38 +0000 2009","en"
"Gw2gtM8tfwW5Mds",13,128,1041,"Thu Jun 29 12:33:09 +0000 2017","ru"
"beckersdoina",4,940,38,"Sun Oct 14 06:38:50 +0000 2012","fr"
"Ameflora",0,196,15,"Mon Jul 19 14:12:28 +0000 2010","en"
"APGem_",0,363,1,"Mon Oct 21 01:26:36 +0000 2013","en"
"Johnabr69482892",0,139,5,"Wed Apr 11 04:01:39 +0000 2012","en"
"u238375",3,316,1,"Fri May 08 15:06:56 +0000 2009","en"
"GonzaloHzd",1,177,13,"Tue May 17 15:52:26 +0000 2011","es"
"maadsh",5,940,8,"Mon Nov 09 21:36:16 +0000 2009","en"
"maluu_sc",3,322,2,"Fri Sep 13 09:51:55 +0000 2013","de"
"smelly_fan",9,465,12,"Tue Apr 07 11:39:06 +0000 2009","en"
"evalon30",0,273,2,"Tue Apr 30 13:35:51 +0000 2013","en"
"chugaconroy1fan",6,502,3,"Mon Dec 21 05:23:41 +0000 2009","en"
"lugnuty",1,408,8,"Sat Jul 11 18:04:54 +0000 2009","en"
"corvus_ykt",2,109,3,"Sun Oct 31 04:41:54 +0000 2010","en"
"IchePareja",2,235,16,"Fri Jul 08 12:53:48 +0000 2011","en"
"ikadaebak",0,377,18,"Mon May 14 12:14:20 +0000 2012","en"
"smooch1972",3,1327,56,"Sun Aug 31 03:26:56 +0000 2014","en"
"troyelee",6,1183,76,"Tue Mar 24 23:35:01 +0000 2009","en"
"juan_under",1,362,2,"Wed Dec 16 23:57:03 +0000 2015","es"
"Crazyredheadst",7,1609,20,"Thu May 07 00:16:49 +0000 2015","en"
"beauty_nany",12,300,9,"Mon Jul 26 14:44:26 +0000 2010","en"
"mjude01",21,238,271,"Mon Mar 16 19:55:21 +0000 2009","en"
"ton_corbee",0,321,6,"Fri Mar 06 04:13:34 +0000 2015","en"
"sebastianjerner",2,339,3,"Wed Nov 27 08:08:52 +0000 2013","da"
"zjl_cn",2,245,13,"Sun Mar 29 13:44:46 +0000 2015","zh-cn"
"RodrigoSivieri",22,474,2,"Mon Jul 06 05:22:40 +0000 2009","pt"
"matssyrrist",9,431,4,"Sun Jun 02 10:33:07 +0000 2013","no"
"qatcon",0,229,4,"Sun Oct 03 23:21:59 +0000 2010","en"
"Inga_Limbo",4,217,2,"Mon May 21 02:01:26 +0000 2012","en"
"1iwxrpYHkUqa1ry",2,221,1,"Tue Oct 20 10:02:02 +0000 2015","en"
"VincentLeo_5",4,550,1,"Wed Nov 05 09:21:22 +0000 2014","zh-Hans"
"JayDavis73",4,1367,9,"Sun May 12 01:58:18 +0000 2013","en"
"lindleloobles",4,194,8,"Sat Sep 15 20:14:17 +0000 2012","en"
"wowlanx",0,306,4,"Fri Aug 19 03:03:26 +0000 2011","en"
"PiKohler",5,551,25,"Thu Apr 07 16:42:49 +0000 2011","en"
"abandurka",25,266,163,"Thu Apr 01 18:08:50 +0000 2010","en"
"FaiqAtalah",11,1785,51,"Thu Jun 28 10:15:10 +0000 2012","id"
"subramaniaB",1,248,8,"Fri Aug 19 14:53:50 +0000 2011","en"
"sonsjah",1,269,3,"Tue Dec 07 19:25:14 +0000 2010","en"
"Greg__Jordan",1,181,7,"Wed Jun 29 19:00:14 +0000 2011","en"
"AJCHAU",1,141,2,"Mon Apr 27 14:31:41 +0000 2009","en"
"YunteaYan",4,1889,51,"Wed Oct 24 04:15:59 +0000 2012","en"
"AbrownINPUT",7,376,2,"Wed Jun 01 15:02:36 +0000 2011","en"
"karinaav",8,634,3,"Sat Apr 04 08:54:54 +0000 2009","en"
"keyshiawhitet",3,1222,57,"Sun Nov 08 14:01:33 +0000 2009","en"
"boshko0",7,1066,48,"Fri Jul 27 11:09:48 +0000 2012","en"
"Lexy127",3,380,9,"Tue Dec 15 01:24:15 +0000 2009","en"
"MiSs_DeAdLy",4,325,2,"Wed Jun 24 20:47:44 +0000 2009","en"
"RobMarchetti",4,620,5,"Wed Apr 14 05:18:45 +0000 2010","en"
"klashnkov07",1,326,6,"Thu Oct 21 14:35:58 +0000 2010","en"
"Pira85",4,150,15,"Sat Jun 26 15:26:10 +0000 2010","en"
"varunairon",65,225,133,"Wed May 05 07:51:23 +0000 2010","en"
"pamswetcher",3,339,12,"Wed Jun 06 12:31:57 +0000 2012","en"
