screen_name,followers_count,friends_count,statuses_count,created_at,lang
jeanpierre08col,6,1164,48,2010-12-05 13:28:48.000000,fr
salon1030,45,1284,396,2013-03-08 00:27:44.000000,en
peteradel7,8,1142,65,2011-08-22 16:13:53.000000,en
eliskamotyckova,5,302,7,2013-09-13 21:12:49.000000,cs
baker4287,4,2837,34,2012-02-28 17:58:53.000000,en
kwangiman,6,1387,63,2011-05-05 23:37:26.000000,ja
Greatek19,1,425,12,2009-08-29 23:35:30.000000,en
dhea_prita,0,165,14,2013-05-21 11:19:51.000000,en
RechtmanRobert,0,626,12,2013-02-06 09:25:06.000000,en
ReyesMarite,1,315,11,2011-11-02 02:48:33.000000,en
javiebetico,1,1164,36,2011-04-20 20:56:35.000000,es
Nattaliah2,7,196,14,2010-03-04 02:38:36.000000,en
dannysnipples,0,171,9,2012-06-29 15:55:33.000000,pt
22username,0,269,8,2010-09-23 19:58:00.000000,en
Prmvr_s_kalsi,2,187,12,2012-02-27 14:48:52.000000,en
ppk_043,4,1269,47,2011-09-30 13:40:10.000000,ja
BigTon_63695,0,213,8,2015-05-09 17:19:45.000000,es
97Y0o0,0,1150,54,2013-10-02 06:03:22.000000,ro
badis0,1,1702,77,2011-12-23 10:56:33.000000,fr
James47098446,8,127,26,2014-09-22 17:44:29.000000,en-gb
smoky145,7,1459,77,2009-05-09 17:44:47.000000,en
kylesrebel500,0,357,27,2009-05-04 17:08:34.000000,en
eliran2002,4,1745,62,2014-04-29 16:47:32.000000,he
wasasabi,4,1145,47,2014-10-21 03:26:09.000000,ja
chrisnanin,3,454,13,2014-10-09 08:13:19.000000,en
KevinZombies,5,1381,52,2013-07-18 04:51:47.000000,en
lenny2249,1,1266,31,2012-04-15 17:47:09.000000,en
sonnyhill85,3,1250,73,2011-06-30 12:37:23.000000,en
nini21e,0,51,3,2011-01-16 16:23:04.000000,fr
noah_balboa410,9,1456,59,2011-03-03 18:06:00.000000,en
realhigu,25,307,277,2011-03-06 08:15:10.000000,en
Leandra1603,3,641,23,2009-09-20 20:04:02.000000,en
MakotoIshino,9,1782,26,2014-03-18 17:00:32.000000,ja
justin74038,7,1384,56,2013-03-06 16:42:23.000000,zh-tw
MiamiKimKFanss,1,179,11,2011-07-26 15:33:08.000000,en
BrianMeehan2,5,405,31,2011-12-22 21:29:54.000000,en
H3ygurl,4,1627,98,2010-01-03 22:07:24.000000,en
ms15f,1,1331,34,2009-10-19 02:38:34.000000,en
jandersonjr,0,541,41,2009-02-28 23:20:40.000000,en
dulcemaria203,0,71,7,2011-05-08 12:10:52.000000,en
fossilizedheart,1,194,5,2011-07-27 13:00:09.000000,en
ArleyMeg,1,700,35,2014-08-05 02:55:49.000000,es
awsqusay,4,1739,69,2011-12-08 06:33:12.000000,en
hassan9363,2,141,3,2011-02-05 23:29:46.000000,en
TwonBlak,8,1156,56,2011-12-29 00:35:58.000000,en
cyj1884,0,131,12,2012-01-17 06:57:05.000000,ko
limoDZman,4,1823,113,2010-03-31 16:07:56.000000,fr
astor1954,5,238,6,2010-11-05 02:00:00.000000,en
zgr_aykal,7,1739,19,2014-02-18 08:08:02.000000,tr
cherif4063,10,1605,83,2011-10-20 20:47:48.000000,fr
gekzter,0,84,32,2011-06-08 06:49:00.000000,es
JayminLunagariy,0,125,10,2013-05-11 08:20:59.000000,en
honorioribeiro2,4,444,29,2011-08-08 13:12:09.000000,pt
MikixSilva,6,803,368,2011-09-20 23:42:15.000000,pt
ShingieC2,0,202,8,2013-07-02 15:49:05.000000,en
anthonpierr8,19,606,48,2012-03-22 22:19:41.000000,en
paweljan85,2,557,32,2012-11-09 09:04:24.000000,pl
73Pnk,8,251,6,2013-01-17 04:26:33.000000,en
pinkrose548,0,518,13,2010-12-15 18:16:06.000000,en
rebwar_bazaz,1,148,6,2011-10-04 16:54:03.000000,en
Keyes500,3,1038,91,2010-04-28 21:38:42.000000,en
afg_qais,4,174,31,2011-12-21 22:21:36.000000,en
lushioushottie,4,1405,53,2009-07-20 00:44:14.000000,en
alighor,2,1290,61,2009-12-12 11:23:52.000000,en
bashir_sam,0,94,6,2012-02-01 17:09:57.000000,en
Jack110,8,408,17,2009-03-05 03:30:39.000000,en
UniqueBarbiee69,0,57,5,2011-02-16 20:57:05.000000,en
bibanon_taisa,0,187,10,2009-11-17 07:25:33.000000,en
theresalovesno1,11,978,26,2012-04-04 22:49:40.000000,en
surijati,0,118,5,2010-11-29 08:06:51.000000,en
mt92504,1,1205,37,2013-02-17 16:05:47.000000,en
bmostdays,3,722,28,2013-12-30 19:38:12.000000,en
Rusy_85,3,146,6,2013-01-13 01:51:13.000000,es
mhdhlm,0,113,7,2012-04-13 16:58:06.000000,en
redoine12,4,1759,64,2012-05-20 20:29:39.000000,fr
PeterKomninos13,4,1230,39,2011-02-07 23:07:04.000000,en
davidgayol1,6,58,4,2013-02-08 08:32:00.000000,es
Szifo90,1,60,4,2014-10-13 09:28:31.000000,pl
Simsawesomer,0,156,7,2011-05-07 20:06:42.000000,en
mrill634,2,705,16,2011-01-14 19:11:56.000000,en
korewa11,3,1856,22,2009-12-10 01:02:35.000000,en
valtersmm,4,918,137,2011-05-04 14:32:07.000000,en
SkibnskiAndrzej,4,1110,56,2014-08-15 02:08:32.000000,pl
DristyRae,2,810,42,2009-09-07 15:23:19.000000,en
lizhughes84,0,194,12,2012-08-05 13:49:48.000000,en
GaioCarolina,1,213,9,2015-09-19 14:19:39.000000,pt
SavvyLaurelTwee,7,1725,67,2011-06-21 16:50:46.000000,en
JosJColnAcosta,1,83,6,2012-02-04 18:27:47.000000,es
sophLFCmoseley,5,2216,32,2012-10-13 23:40:00.000000,en
fabiogospel99,11,426,13,2011-10-17 08:01:40.000000,pt
bev4dave,2,426,17,2010-10-20 09:53:57.000000,en
puremorning80,7,36,4,2011-05-31 20:25:56.000000,es
jackscskliese,7,1088,49,2011-02-05 06:44:16.000000,en
jlbMD,11,2454,62,2010-12-03 14:59:24.000000,en
YMG_recordlabel,8,524,23,2011-01-08 16:03:27.000000,en
vinifrans,0,72,8,2011-02-23 01:56:07.000000,en
whatiswork,1,1324,71,2011-08-24 06:54:21.000000,en
xcward,3,2152,67,2010-01-04 22:42:14.000000,en
ryo42035426,2,1297,103,2013-12-19 13:59:14.000000,zh-tw
makanku1,1,88,8,2012-08-13 08:56:09.000000,en
lukasusw,3,1514,84,2013-03-10 10:54:39.000000,de
cheer4kiera,11,1017,15,2011-02-19 05:42:05.000000,en
darkfirecb3,0,108,11,2010-10-03 03:55:15.000000,en
yucelsumer1,2,1167,11,2010-12-28 09:47:46.000000,en
sana1616,0,115,8,2013-03-22 06:45:05.000000,en
thomson_yood,0,419,26,2014-09-13 13:19:32.000000,en
JadeAyala,23,1669,69,2011-04-30 16:54:18.000000,en
PeterYip12,3,1235,36,2015-06-15 21:58:31.000000,zh-Hant
sosmith96,1,576,16,2012-03-19 23:36:27.000000,en
ivan23418,0,162,11,2015-08-27 20:13:32.000000,es
Fresh_1996,18,3136,136,2009-08-15 06:22:19.000000,en
KetteringMegan,0,1345,60,2013-02-05 21:57:07.000000,en
Sifrina9,1,150,11,2010-04-01 13:24:55.000000,de
sally69style,3,1286,11,2010-02-21 13:57:09.000000,ja
WithrowShane,7,170,5,2013-08-31 15:01:50.000000,en
JoevonFerguson,5,1134,61,2012-02-26 19:01:26.000000,en
AWajer,3,1498,73,2012-12-30 01:20:28.000000,en
ManizImoet,50,362,14,2012-11-29 07:05:44.000000,en
gallonon100,0,84,4,2011-04-05 05:23:45.000000,es
Sammi977,5,1131,49,2010-03-22 00:05:11.000000,en
harou84,6,1421,57,2012-08-14 00:10:20.000000,fr
Hopbeo,1,100,6,2011-01-07 09:01:04.000000,en
ppcharls,12,1403,99,2010-04-22 13:34:35.000000,es
MeubelBandung,96,677,246,2012-06-13 13:29:23.000000,en
markk121,3,1563,80,2012-12-01 00:56:17.000000,en
v0n13,6,89,8,2010-07-07 21:23:12.000000,en
marlini34,1,306,17,2015-09-06 03:30:00.000000,es
sezaxsara,4,104,7,2009-04-07 10:35:53.000000,en
BIGBUCKyahoo,5,62,4,2011-01-12 22:42:55.000000,en
esposo324,1,398,15,2011-03-14 01:06:35.000000,es
tessaANNEx,11,349,7,2009-04-29 07:06:36.000000,en
1051_dany,11,1535,170,2011-05-13 22:20:27.000000,en
hkyym,5,1429,64,2011-02-06 15:27:48.000000,fr
multimauistvols,2,1179,71,2011-03-22 23:32:02.000000,de
KaylaaaMartin,1,384,22,2011-02-21 23:14:14.000000,en
b_rishen,2,1332,30,2011-06-22 14:47:03.000000,en
skripshit,39,157,10,2010-10-28 11:16:39.000000,en
Dougie8041,6,1286,29,2010-08-23 16:22:33.000000,en
GranadosBunbury,0,82,6,2015-08-27 13:44:15.000000,es
rolando0070,7,1249,88,2012-02-24 13:52:40.000000,es
chiinitoboy,9,2417,42,2010-06-01 23:12:50.000000,en
Tobias87,3,1337,80,2009-02-22 07:56:55.000000,en
lori_gilroy,2,543,20,2012-10-26 00:57:30.000000,en
crazygymnast95,2,557,23,2009-03-21 22:49:44.000000,en
AngelDu48391257,2,426,14,2013-03-08 01:53:13.000000,es
roz1q,151,1237,315,2009-09-26 11:48:48.000000,en
JYubesi,3,726,15,2015-11-17 03:13:34.000000,ja
MaciekSzczepan4,0,627,23,2013-10-15 19:03:57.000000,pl
ericksitow,5,209,11,2010-04-13 21:34:32.000000,es
roy_esau,1,600,28,2011-08-09 16:05:13.000000,en
emileclaes,1,181,6,2011-01-22 15:26:17.000000,en
vitorotavio2,21,238,25,2012-01-15 02:06:43.000000,pt
pafsi,5,57,6,2009-05-20 07:10:17.000000,en
sanatawn,1,305,22,2011-08-23 00:45:44.000000,en
MINIPUCK,0,125,8,2010-03-28 18:58:24.000000,en
Maverick74red,0,92,8,2011-02-08 00:56:58.000000,es
yigitali12,1,144,13,2013-07-30 09:44:44.000000,nl
jafarhstu,4,1844,37,2011-04-14 10:56:12.000000,en
tha_arvensia,3,350,10,2013-06-12 09:43:55.000000,en
kenmartin82,6,388,21,2014-05-03 15:38:04.000000,en
jeromemichl,10,1916,25,2012-03-25 21:32:39.000000,en
hendrobro83,3,262,15,2013-05-30 03:30:50.000000,en
healindstrom,3,748,36,2012-11-06 14:47:33.000000,sv
DorkieDemzx,1,308,14,2011-07-18 19:06:03.000000,en
poahteah,2,53,4,2010-12-31 18:01:48.000000,en
rocka16,3,954,46,2011-06-07 21:24:09.000000,es
sulaymanmuhamma,5,1478,77,2012-07-07 20:34:16.000000,en
SchrammGiuliani,4,242,313,2015-01-20 12:34:06.000000,pt
nandotwiot,102,733,46,2009-10-27 09:19:53.000000,en
annimel007,1,180,8,2015-03-15 15:13:36.000000,en
jsdotyang,0,145,12,2012-04-14 06:48:52.000000,en
2Cabrer,2,182,19,2013-10-04 23:31:01.000000,es
kev21121990,4,1745,86,2013-02-27 02:22:15.000000,fr
RoselleJb,3,255,19,2013-03-01 10:47:48.000000,en
Vladi228,2,1093,41,2011-01-11 16:33:32.000000,en
sUckAfiSh73,8,2859,46,2013-11-20 06:26:24.000000,en
cobbmike19,6,1981,20,2014-08-18 06:41:00.000000,en
mylove_aj,2,1148,49,2010-04-01 13:42:07.000000,en
